id,age,workclass,education,marital_status,occupation,relationship,race,hours_per_week
9009,29,Private,Assoc-acdm,Never-married,Exec-managerial,Own-child,White,40
9010,32,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,40
9011,28,Private,5th-6th,Never-married,Other-service,Other-relative,White,52
9012,28,State-gov,Prof-school,Never-married,Prof-specialty,Unmarried,White,40
9013,63,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,40
9014,49,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,40
9015,62,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,30
9016,47,Private,12th,Divorced,Handlers-cleaners,Not-in-family,Black,40
9017,48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,50
9018,30,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,40
9019,70,Self-emp-inc,9th,Divorced,Sales,Not-in-family,White,45
9020,43,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,55
9021,38,Private,HS-grad,Married-civ-spouse,Sales,Wife,Black,40
9022,49,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,40
9023,18,Private,HS-grad,Never-married,Tech-support,Own-child,White,10
9024,72,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,21
9025,42,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,45
9026,37,Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,35
9027,23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,40
9028,46,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,45
9029,33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
9030,38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40
9031,55,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,40
9032,58,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,40
9033,44,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,40
9034,39,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,60
9035,22,Self-emp-inc,Some-college,Never-married,Craft-repair,Own-child,White,35
9036,53,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,40
9037,33,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,65
9038,53,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,40
9039,59,Private,10th,Widowed,Other-service,Other-relative,Asian-Pac-Islander,40
9040,64,Self-emp-not-inc,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,40
9041,62,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,16
9042,59,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,36
9043,19,Private,Some-college,Never-married,Other-service,Own-child,White,25
9044,35,Federal-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,White,40
9045,27,Private,5th-6th,Never-married,Priv-house-serv,Not-in-family,White,65
9046,24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
9047,24,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,40
9048,37,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,45
9049,31,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,50
9050,41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,50
9051,58,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,37
9052,48,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,40
9053,19,Private,Some-college,Never-married,Other-service,Own-child,White,20
9054,25,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,45
9055,29,Private,11th,Divorced,Machine-op-inspct,Unmarried,White,40
9056,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,12
9057,58,Private,Masters,Divorced,Adm-clerical,Not-in-family,White,45
9058,26,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,40
9059,62,Federal-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,40
9060,49,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,35
9061,32,Private,HS-grad,Never-married,Other-service,Own-child,White,35
9062,34,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,40
9063,22,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,40
9064,71,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,40
9065,30,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,50
9066,21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,45
9067,65,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,25
9068,38,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,38
9069,23,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,45
9070,19,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,25
9071,34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,60
9072,50,?,HS-grad,Married-civ-spouse,?,Husband,White,55
9073,45,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,30
9074,27,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,45
9075,52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,38
9076,36,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,60
9077,32,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,40
9078,80,?,HS-grad,Married-civ-spouse,?,Husband,White,8
9079,20,Private,HS-grad,Never-married,Craft-repair,Own-child,White,60
9080,45,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,35
9081,52,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Black,35
9082,46,Private,Assoc-voc,Divorced,Tech-support,Unmarried,Black,40
9083,28,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,40
9084,41,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,40
9085,24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,40
9086,32,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,40
9087,39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,50
9088,49,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,35
9089,37,Federal-gov,Assoc-acdm,Never-married,Protective-serv,Not-in-family,Black,42
9090,72,Local-gov,Assoc-acdm,Divorced,Prof-specialty,Unmarried,Black,16
9091,61,Private,Preschool,Separated,Transport-moving,Not-in-family,Black,40
9092,45,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,40
9093,51,?,Doctorate,Never-married,?,Not-in-family,White,40
9094,26,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,40
9095,20,Private,Some-college,Never-married,Other-service,Own-child,White,25
9096,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,35
9097,35,Private,Some-college,Married-spouse-absent,Farming-fishing,Own-child,White,40
9098,56,Private,HS-grad,Divorced,Other-service,Unmarried,White,37
9099,42,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,60
9100,33,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,40
9101,47,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,40
9102,53,Private,10th,Married-civ-spouse,Craft-repair,Husband,Black,40
9103,61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,40
9104,54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
9105,49,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,40
9106,52,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,40
9107,64,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,40
9108,22,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,40
9109,37,Local-gov,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,40
9110,20,Private,Some-college,Never-married,Sales,Own-child,White,20
9111,49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,50
9112,58,?,HS-grad,Married-civ-spouse,?,Husband,Black,30
9113,35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,40
9114,28,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,50
9115,29,State-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,40
9116,38,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,60
9117,28,Private,HS-grad,Separated,Protective-serv,Other-relative,White,40
9118,24,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,40
9119,29,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,40
9120,18,Private,11th,Never-married,Other-service,Own-child,White,23
9121,24,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,35
9122,26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,45
9123,50,Self-emp-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,70
9124,41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,55
9125,54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,56
9126,43,Private,Doctorate,Married-spouse-absent,Prof-specialty,Not-in-family,White,40
9127,23,Private,Some-college,Never-married,Sales,Not-in-family,White,40
9128,41,Private,10th,Never-married,Sales,Own-child,White,40
9129,48,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,38
9130,22,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,40
9131,54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,60
9132,52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,55
9133,34,?,11th,Married-civ-spouse,?,Husband,White,40
9134,39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40
9135,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,15
9136,21,?,Some-college,Never-married,?,Own-child,White,40
9137,31,Private,HS-grad,Divorced,Sales,Not-in-family,White,40
9138,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
9139,46,Private,Bachelors,Never-married,Sales,Not-in-family,White,40
9140,34,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,40
9141,44,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,30
9142,26,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,40
9143,64,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,38
9144,43,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,40
9145,31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40
9146,35,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,30
9147,43,Self-emp-inc,Bachelors,Married-spouse-absent,Sales,Unmarried,White,42
9148,40,State-gov,Bachelors,Divorced,Adm-clerical,Unmarried,Black,40
9149,32,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,45
9150,29,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,40
9151,38,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,50
9152,18,Private,HS-grad,Never-married,Sales,Own-child,White,40
9153,67,?,Masters,Married-civ-spouse,?,Husband,White,10
9154,54,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,50
9155,51,Private,HS-grad,Divorced,Sales,Unmarried,White,45
9156,43,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,50
9157,37,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,40
9158,38,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,50
9159,25,Private,Some-college,Never-married,Tech-support,Not-in-family,Other,40
9160,31,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,40
9161,30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
9162,53,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,40
9163,19,?,HS-grad,Never-married,?,Own-child,White,40
9164,57,Private,7th-8th,Divorced,Transport-moving,Unmarried,White,75
9165,33,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,60
9166,38,Self-emp-not-inc,Some-college,Separated,Sales,Not-in-family,Asian-Pac-Islander,60
9167,55,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,60
9168,22,?,12th,Never-married,?,Own-child,Black,40
9169,35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,50
9170,46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,48
9171,53,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,40
9172,41,Private,Some-college,Divorced,Sales,Not-in-family,White,15
9173,34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,50
9174,35,Private,Bachelors,Never-married,Other-service,Other-relative,White,50
9175,35,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,40
9176,30,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,10
9177,30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50
9178,26,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,80
9179,23,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,40
9180,28,Private,Some-college,Separated,Tech-support,Unmarried,White,40
9181,28,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,45
9182,35,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,40
9183,33,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,60
9184,31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,45
9185,32,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,35
9186,62,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,38
9187,42,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,40
9188,20,Private,Some-college,Never-married,Tech-support,Own-child,White,40
9189,34,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,40
9190,27,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,40
9191,36,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Own-child,White,40
9192,41,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40
9193,42,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,50
9194,30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,40
9195,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
9196,50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,36
9197,27,Private,HS-grad,Never-married,Sales,Not-in-family,White,40
9198,18,?,10th,Never-married,?,Own-child,Black,30
9199,31,Local-gov,HS-grad,Separated,Other-service,Own-child,Black,40
9200,53,Local-gov,HS-grad,Divorced,Adm-clerical,Other-relative,White,35
9201,33,Private,HS-grad,Divorced,Other-service,Unmarried,White,40
9202,38,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,60
9203,38,Private,11th,Married-civ-spouse,Sales,Husband,White,50
9204,20,Private,Some-college,Never-married,Tech-support,Own-child,White,24
9205,30,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,44
9206,71,Private,Some-college,Widowed,Other-service,Not-in-family,White,28
9207,28,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,40
9208,52,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,50
9209,37,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,40
9210,40,Private,HS-grad,Separated,Sales,Unmarried,Black,25
9211,43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,80
9212,56,Private,HS-grad,Divorced,Other-service,Not-in-family,White,40
9213,41,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,40
9214,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40
9215,22,Private,Some-college,Never-married,Other-service,Own-child,White,25
9216,32,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,24
9217,30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
9218,73,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,40
9219,27,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,38
9220,65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
9221,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,40
9222,24,Private,Some-college,Married-civ-spouse,Protective-serv,Other-relative,White,24
9223,24,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,50
9224,60,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,40
9225,22,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,32
9226,70,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,32
9227,23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,40
9228,21,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,40
9229,39,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,40
9230,46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,40
9231,41,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,40
9232,51,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,40
9233,33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,40
9234,23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,40
9235,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,44
9236,31,Federal-gov,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,40
9237,28,State-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,40
9238,27,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,50
9239,52,Private,HS-grad,Never-married,Sales,Not-in-family,White,40
9240,44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,50
9241,40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,40
9242,55,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,46
9243,29,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,40
9244,60,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,70
9245,42,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,40
9246,42,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,40
9247,30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,40
9248,31,Private,7th-8th,Never-married,Handlers-cleaners,Other-relative,White,25
9249,46,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,40
9250,25,Private,Masters,Never-married,Prof-specialty,Own-child,White,31
9251,53,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40
9252,36,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,40
9253,53,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40
9254,18,Private,12th,Never-married,Other-service,Own-child,White,12
9255,44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,40
9256,49,Private,Doctorate,Divorced,Tech-support,Unmarried,White,40
9257,47,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,50
9258,42,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,48
9259,39,Private,Bachelors,Divorced,Sales,Unmarried,White,60
9260,30,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,60
9261,52,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Own-child,White,35
9262,18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,40
9263,22,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,40
9264,68,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
9265,19,Private,Some-college,Never-married,Other-service,Own-child,White,20
9266,76,?,HS-grad,Widowed,?,Not-in-family,Black,2
9267,39,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,40
9268,38,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,40
9269,26,Private,5th-6th,Never-married,Handlers-cleaners,Own-child,Black,40
9270,36,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,45
9271,52,Federal-gov,Assoc-voc,Divorced,Farming-fishing,Not-in-family,White,40
9272,28,Self-emp-not-inc,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,21
9273,50,State-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,40
9274,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,50
9275,22,Private,7th-8th,Never-married,Handlers-cleaners,Own-child,White,16
9276,23,Local-gov,Some-college,Never-married,Other-service,Own-child,White,20
9277,36,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,40
9278,26,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,55
9279,17,Private,9th,Never-married,Craft-repair,Other-relative,White,40
9280,64,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,20
9281,49,Private,10th,Divorced,Exec-managerial,Unmarried,White,40
9282,43,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,40
9283,43,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,50
9284,48,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,40
9285,45,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,32
9286,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,84
9287,36,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,40
9288,21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,50
9289,39,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,55
9290,42,Self-emp-inc,Bachelors,Divorced,Tech-support,Not-in-family,White,60
9291,47,?,HS-grad,Married-civ-spouse,?,Husband,White,40
9292,22,Private,Some-college,Never-married,Protective-serv,Own-child,White,25
9293,32,Private,HS-grad,Divorced,Craft-repair,Other-relative,Black,50
9294,21,Private,10th,Never-married,Adm-clerical,Not-in-family,White,39
9295,30,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,35
9296,40,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,75
9297,49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,26
9298,55,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,40
9299,47,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,50
9300,28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,40
9301,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,60
9302,30,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,40
9303,22,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,20
9304,24,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,40
9305,54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40
9306,22,Private,HS-grad,Never-married,Other-service,Unmarried,Other,20
9307,23,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,25
9308,27,Private,Bachelors,Never-married,Tech-support,Own-child,White,28
9309,23,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,50
9310,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
9311,29,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,40
9312,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,99
9313,41,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,40
9314,57,Private,Some-college,Separated,Sales,Not-in-family,White,40
9315,24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,40
9316,60,?,Assoc-voc,Widowed,?,Not-in-family,White,40
9317,33,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,40
9318,28,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,40
9319,24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,70
9320,21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,20
9321,41,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,40
9322,46,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,40
9323,40,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,50
9324,28,Private,Bachelors,Never-married,Sales,Own-child,Black,50
9325,22,State-gov,HS-grad,Never-married,Other-service,Unmarried,White,45
9326,23,?,HS-grad,Never-married,?,Own-child,Black,12
9327,22,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40
9328,22,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,48
9329,25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,50
9330,37,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,70
9331,31,Private,HS-grad,Never-married,Other-service,Unmarried,White,40
9332,36,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,55
9333,25,?,Bachelors,Never-married,?,Own-child,White,35
9334,45,Private,HS-grad,Divorced,Other-service,Unmarried,White,32
9335,39,Private,5th-6th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,40
9336,35,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,40
9337,24,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,45
9338,41,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
9339,39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
9340,29,Private,Some-college,Separated,Sales,Not-in-family,White,40
9341,39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,60
9342,43,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,40
9343,70,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,20
9344,70,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
9345,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
9346,38,Private,HS-grad,Divorced,Sales,Unmarried,White,40
9347,59,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,55
9348,29,?,10th,Separated,?,Unmarried,White,12
9349,26,?,11th,Never-married,?,Not-in-family,White,40
9350,58,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,35
9351,19,Private,Some-college,Never-married,Other-service,Own-child,White,20
9352,30,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,70
9353,42,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,30
9354,32,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,40
9355,28,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,50
9356,47,Private,11th,Married-civ-spouse,Other-service,Husband,White,40
9357,57,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40
9358,25,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,40
9359,46,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,44
9360,57,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,White,40
9361,30,Self-emp-not-inc,Bachelors,Never-married,Sales,Unmarried,White,40
9362,44,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,51
9363,60,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,35
9364,55,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,74
9365,35,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,52
9366,21,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,47
9367,25,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,40
9368,22,Private,Some-college,Never-married,Farming-fishing,Own-child,White,12
