id,room_type,price,minimum_nights,number_of_reviews
19810,Entire home/apt,70,2,112
19811,Entire home/apt,100,1,145
19812,Entire home/apt,230,1,1
19813,Private room,200,1,20
19814,Private room,75,5,1
19815,Private room,50,1,0
19816,Private room,80,4,4
19817,Entire home/apt,120,1,11
19818,Private room,150,2,41
19819,Entire home/apt,139,2,132
19820,Entire home/apt,470,2,5
19821,Entire home/apt,300,3,2
19822,Private room,160,3,10
19823,Entire home/apt,175,4,0
19824,Private room,135,3,250
19825,Entire home/apt,140,4,2
19826,Entire home/apt,116,3,15
19827,Entire home/apt,250,1,0
19828,Entire home/apt,80,14,1
19829,Private room,399,6,15
19830,Private room,80,2,2
19831,Entire home/apt,249,3,44
19832,Entire home/apt,230,2,27
19833,Private room,69,2,121
19834,Entire home/apt,100,3,2
19835,Private room,40,3,1
19836,Entire home/apt,290,2,10
19837,Private room,139,2,11
19838,Entire home/apt,150,3,3
19839,Private room,99,1,21
19840,Private room,60,1,0
19841,Private room,130,3,0
19842,Entire home/apt,112,3,22
19843,Entire home/apt,212,29,0
19844,Entire home/apt,750,3,0
19845,Entire home/apt,202,1,0
19846,Entire home/apt,200,1,12
19847,Entire home/apt,250,2,10
19848,Entire home/apt,100,2,1
19849,Entire home/apt,200,4,1
19850,Entire home/apt,500,7,26
19851,Entire home/apt,500,1,1
19852,Entire home/apt,117,30,6
19853,Entire home/apt,180,2,6
19854,Entire home/apt,350,4,33
19855,Private room,45,4,19
19856,Entire home/apt,850,3,0
19857,Private room,100,1,12
19858,Entire home/apt,325,2,8
19859,Entire home/apt,737,3,4
19860,Entire home/apt,225,1,115
19861,Private room,115,4,1
19862,Entire home/apt,160,2,0
19863,Private room,50,20,9
19864,Private room,30,1,0
19865,Entire home/apt,145,1,51
19866,Entire home/apt,264,30,2
19867,Entire home/apt,136,2,15
19868,Entire home/apt,349,2,0
19869,Entire home/apt,155,1,2
19870,Private room,129,5,94
19871,Entire home/apt,251,3,3
19872,Private room,70,1,5
19873,Entire home/apt,180,30,0
19874,Private room,95,1,7
19875,Entire home/apt,148,6,44
19876,Private room,75,2,1
19877,Entire home/apt,290,4,12
19878,Entire home/apt,80,5,5
19879,Entire home/apt,218,6,53
19880,Entire home/apt,199,1,7
19881,Entire home/apt,190,30,0
19882,Entire home/apt,383,3,24
19883,Private room,88,30,0
19884,Entire home/apt,100,31,0
19885,Entire home/apt,142,30,0
19886,Entire home/apt,100,30,1
19887,Shared room,90,1,11
19888,Private room,55,3,103
19889,Private room,80,3,2
19890,Private room,62,7,6
19891,Entire home/apt,75,2,19
19892,Private room,125,3,6
19893,Entire home/apt,240,5,1
19894,Private room,99,1,0
19895,Private room,60,3,5
19896,Private room,119,1,3
19897,Entire home/apt,250,7,0
19898,Private room,100,2,0
19899,Entire home/apt,200,1,2
19900,Entire home/apt,180,30,0
19901,Entire home/apt,165,2,25
19902,Entire home/apt,64,15,1
19903,Entire home/apt,150,30,17
19904,Entire home/apt,100,3,3
19905,Private room,59,1,2
19906,Entire home/apt,140,30,4
19907,Entire home/apt,250,14,0
19908,Private room,180,1,0
19909,Entire home/apt,150,4,2
19910,Private room,95,2,26
19911,Private room,89,1,13
19912,Entire home/apt,499,30,4
19913,Shared room,60,1,0
19914,Entire home/apt,130,3,3
19915,Entire home/apt,177,29,0
19916,Private room,100,3,0
19917,Entire home/apt,276,2,0
19918,Entire home/apt,90,5,0
19919,Private room,49,3,3
19920,Entire home/apt,125,3,6
19921,Entire home/apt,180,3,8
19922,Entire home/apt,267,30,0
19923,Entire home/apt,200,1,10
19924,Private room,85,5,3
19925,Entire home/apt,247,2,82
19926,Entire home/apt,175,30,0
19927,Entire home/apt,130,2,133
19928,Private room,200,1,0
19929,Private room,90,3,7
19930,Entire home/apt,153,4,91
19931,Private room,120,1,109
19932,Private room,150,2,0
19933,Entire home/apt,190,30,0
19934,Entire home/apt,470,2,3
19935,Entire home/apt,150,7,12
19936,Entire home/apt,150,7,1
19937,Private room,80,1,4
19938,Private room,120,20,107
19939,Entire home/apt,485,3,2
19940,Entire home/apt,93,39,25
19941,Entire home/apt,225,1,10
19942,Entire home/apt,200,2,9
19943,Entire home/apt,305,1,0
19944,Private room,50,1,105
19945,Private room,70,2,0
19946,Entire home/apt,300,2,1
19947,Private room,62,1,59
19948,Entire home/apt,250,5,49
19949,Entire home/apt,170,30,1
19950,Entire home/apt,250,2,4
19951,Private room,50,3,2
19952,Entire home/apt,135,30,0
19953,Private room,199,1,1
19954,Private room,48,30,5
19955,Private room,130,2,2
19956,Entire home/apt,170,2,6
19957,Entire home/apt,300,30,2
19958,Entire home/apt,209,29,0
19959,Private room,67,1,2
19960,Private room,149,2,5
19961,Private room,98,4,67
19962,Private room,49,1,1
19963,Entire home/apt,140,7,1
19964,Entire home/apt,110,1,7
19965,Entire home/apt,160,2,7
19966,Entire home/apt,115,35,1
19967,Entire home/apt,150,5,1
19968,Entire home/apt,135,1,7
19969,Entire home/apt,180,3,72
19970,Entire home/apt,149,3,1
19971,Private room,109,1,2
19972,Entire home/apt,500,3,0
19973,Entire home/apt,152,30,1
19974,Entire home/apt,283,30,0
19975,Private room,90,2,38
19976,Private room,70,3,3
19977,Entire home/apt,214,2,11
19978,Private room,129,1,108
19979,Entire home/apt,95,7,0
19980,Private room,49,1,12
19981,Entire home/apt,80,12,1
19982,Entire home/apt,215,7,5
19983,Entire home/apt,590,1,0
19984,Entire home/apt,250,5,33
19985,Entire home/apt,135,31,2
19986,Private room,69,1,14
19987,Entire home/apt,200,2,15
19988,Private room,99,7,10
19989,Private room,75,1,5
19990,Entire home/apt,200,30,3
19991,Entire home/apt,200,3,1
19992,Entire home/apt,150,1,1
19993,Entire home/apt,179,3,24
19994,Private room,40,29,2
19995,Private room,180,3,14
19996,Entire home/apt,209,29,3
19997,Entire home/apt,300,30,0
19998,Entire home/apt,200,2,6
19999,Entire home/apt,99,2,5
20000,Private room,85,5,44
20001,Entire home/apt,150,5,20
20002,Entire home/apt,328,2,319
20003,Private room,95,7,2
20004,Entire home/apt,125,4,7
20005,Entire home/apt,250,3,3
20006,Entire home/apt,999,2,1
20007,Private room,85,2,21
20008,Entire home/apt,400,2,1
20009,Private room,60,183,1
20010,Private room,150,1,2
20011,Entire home/apt,180,3,18
20012,Private room,140,2,50
20013,Entire home/apt,225,3,28
20014,Entire home/apt,200,30,1
20015,Private room,90,1,3
20016,Private room,89,4,59
20017,Entire home/apt,95,5,20
20018,Private room,90,2,3
20019,Entire home/apt,140,30,14
20020,Entire home/apt,100,30,2
20021,Entire home/apt,239,3,3
20022,Entire home/apt,220,2,3
20023,Entire home/apt,70,2,79
20024,Entire home/apt,130,3,0
20025,Private room,90,2,71
20026,Private room,125,2,3
20027,Private room,79,7,1
20028,Entire home/apt,150,1,52
20029,Entire home/apt,92,1,2
20030,Entire home/apt,105,30,96
20031,Entire home/apt,170,3,22
20032,Private room,79,1,67
20033,Private room,150,1,0
20034,Entire home/apt,595,5,59
20035,Private room,75,2,21
20036,Private room,99,2,154
20037,Private room,100,1,0
20038,Entire home/apt,250,1,3
20039,Private room,65,11,0
20040,Entire home/apt,325,1,16
20041,Private room,125,1,0
20042,Entire home/apt,153,1,1
20043,Private room,120,2,14
20044,Entire home/apt,119,3,0
20045,Private room,50,5,4
20046,Private room,100,1,0
20047,Entire home/apt,199,1,6
20048,Private room,25,1,0
20049,Entire home/apt,150,30,10
20050,Entire home/apt,239,30,0
20051,Entire home/apt,159,31,4
20052,Entire home/apt,150,3,86
20053,Entire home/apt,160,30,6
20054,Entire home/apt,115,1,4
20055,Entire home/apt,159,2,10
20056,Private room,89,1,131
20057,Entire home/apt,130,1,6
20058,Entire home/apt,135,3,3
20059,Entire home/apt,180,2,4
20060,Entire home/apt,89,3,6
20061,Private room,200,6,0
20062,Private room,295,1,2
20063,Private room,65,4,29
20064,Private room,50,31,0
20065,Entire home/apt,150,2,51
20066,Entire home/apt,105,7,32
20067,Private room,78,16,9
20068,Entire home/apt,200,1,0
20069,Entire home/apt,76,30,3
20070,Entire home/apt,234,2,4
20071,Entire home/apt,250,1,1
20072,Entire home/apt,210,1,0
20073,Entire home/apt,197,30,0
20074,Private room,70,7,11
20075,Private room,62,7,3
20076,Private room,52,1,33
20077,Entire home/apt,375,2,15
20078,Private room,120,2,154
20079,Entire home/apt,285,1,79
20080,Entire home/apt,190,1,132
20081,Entire home/apt,350,1,25
20082,Private room,39,4,33
20083,Private room,65,30,1
20084,Entire home/apt,225,5,16
20085,Entire home/apt,250,1,23
20086,Entire home/apt,600,2,1
20087,Entire home/apt,190,30,2
20088,Private room,49,1,8
20089,Private room,75,2,22
20090,Entire home/apt,224,4,29
20091,Private room,105,7,0
20092,Private room,74,2,32
20093,Entire home/apt,135,3,4
20094,Private room,120,4,20
20095,Entire home/apt,160,3,4
20096,Private room,95,2,32
20097,Private room,94,5,5
20098,Entire home/apt,110,1,65
20099,Entire home/apt,125,2,5
20100,Entire home/apt,350,2,8
20101,Entire home/apt,255,2,65
20102,Private room,79,2,118
20103,Private room,155,1,0
20104,Private room,135,4,0
20105,Entire home/apt,100,29,0
20106,Entire home/apt,80,4,11
20107,Entire home/apt,120,1,5
20108,Private room,60,5,0
20109,Entire home/apt,575,1,0
20110,Entire home/apt,90,1,15
20111,Private room,262,2,6
20112,Entire home/apt,250,90,0
20113,Entire home/apt,310,31,18
20114,Entire home/apt,209,2,25
20115,Entire home/apt,195,30,13
20116,Entire home/apt,210,1,108
20117,Entire home/apt,90,2,1
20118,Entire home/apt,185,7,3
20119,Entire home/apt,160,14,20
20120,Entire home/apt,349,5,0
20121,Entire home/apt,180,1,5
20122,Entire home/apt,291,30,0
20123,Entire home/apt,229,2,21
20124,Private room,80,4,1
20125,Entire home/apt,100,2,1
20126,Entire home/apt,150,2,10
20127,Entire home/apt,225,30,7
20128,Entire home/apt,250,2,99
20129,Entire home/apt,110,2,22
20130,Entire home/apt,190,4,1
20131,Entire home/apt,117,5,1
20132,Entire home/apt,111,3,51
20133,Entire home/apt,500,3,4
20134,Private room,97,2,0
20135,Entire home/apt,105,3,24
20136,Entire home/apt,650,5,0
20137,Entire home/apt,165,2,11
20138,Entire home/apt,169,30,48
20139,Entire home/apt,148,3,2
20140,Entire home/apt,400,3,17
20141,Entire home/apt,70,7,1
20142,Entire home/apt,249,30,1
20143,Entire home/apt,235,2,7
20144,Entire home/apt,274,30,0
20145,Private room,111,3,7
20146,Private room,150,2,0
20147,Private room,350,1,0
20148,Entire home/apt,178,1,0
20149,Private room,59,2,10
20150,Entire home/apt,250,1,0
20151,Entire home/apt,500,1,0
20152,Entire home/apt,300,1,2
20153,Private room,200,2,3
20154,Entire home/apt,150,3,13
20155,Entire home/apt,215,1,152
20156,Private room,165,1,153
20157,Private room,90,1,142
20158,Private room,75,18,1
20159,Private room,50,1,0
20160,Private room,100,2,42
20161,Entire home/apt,219,1,78
20162,Private room,115,3,242
20163,Private room,88,1,4
20164,Entire home/apt,207,30,0
20165,Shared room,31,1,65
20166,Private room,36,2,11
20167,Entire home/apt,150,30,0
20168,Entire home/apt,900,1,0
20169,Entire home/apt,179,4,27
20170,Entire home/apt,275,2,1
20171,Entire home/apt,175,7,0
20172,Private room,100,28,0
20173,Private room,85,3,0
20174,Entire home/apt,387,1,0
20175,Private room,100,1,6
20176,Shared room,49,1,22
20177,Private room,200,1,8
20178,Private room,135,3,23
20179,Entire home/apt,225,5,18
20180,Private room,100,1,0
20181,Entire home/apt,179,2,55
20182,Entire home/apt,110,2,10
20183,Private room,84,6,3
20184,Private room,90,1,2
20185,Shared room,70,1,228
20186,Private room,125,1,0
20187,Entire home/apt,249,7,70
20188,Entire home/apt,249,20,0
20189,Private room,50,7,0
20190,Entire home/apt,150,20,0
20191,Entire home/apt,650,1,0
20192,Entire home/apt,200,5,2
20193,Entire home/apt,154,5,0
20194,Entire home/apt,185,1,2
20195,Entire home/apt,160,29,1
20196,Entire home/apt,295,9,2
20197,Entire home/apt,95,1,7
20198,Entire home/apt,312,30,0
20199,Private room,90,7,3
20200,Private room,80,40,2
20201,Private room,90,1,1
20202,Entire home/apt,50,1,12
20203,Entire home/apt,350,2,0
20204,Entire home/apt,132,4,10
20205,Entire home/apt,208,7,3
20206,Private room,110,3,36
20207,Private room,67,2,28
20208,Entire home/apt,100,1,1
20209,Private room,40,2,59
20210,Entire home/apt,200,2,6
20211,Entire home/apt,110,10,16
20212,Private room,70,2,13
20213,Entire home/apt,145,30,60
20214,Private room,95,1,10
20215,Entire home/apt,100,2,193
20216,Entire home/apt,400,3,4
20217,Private room,50,10,0
20218,Entire home/apt,150,1,6
20219,Entire home/apt,165,2,0
20220,Entire home/apt,200,30,0
20221,Entire home/apt,250,2,3
20222,Entire home/apt,200,7,0
20223,Private room,63,30,0
20224,Private room,150,3,4
20225,Private room,180,1,1
20226,Private room,109,3,4
20227,Entire home/apt,240,1,0
20228,Shared room,32,14,4
20229,Entire home/apt,220,4,17
20230,Entire home/apt,300,2,23
20231,Entire home/apt,200,2,8
20232,Private room,65,5,7
20233,Private room,150,1,56
20234,Entire home/apt,260,1,14
20235,Private room,130,4,177
20236,Private room,99,3,79
20237,Entire home/apt,140,2,6
20238,Entire home/apt,133,30,7
20239,Private room,100,1,0
20240,Entire home/apt,195,3,22
20241,Entire home/apt,500,5,39
20242,Entire home/apt,219,29,0
20243,Entire home/apt,200,4,1
20244,Entire home/apt,142,1,214
20245,Entire home/apt,200,2,33
20246,Private room,70,2,28
20247,Entire home/apt,245,2,57
20248,Private room,110,3,1
20249,Entire home/apt,150,6,51
20250,Entire home/apt,247,2,24
20251,Entire home/apt,150,2,29
20252,Private room,274,3,3
20253,Entire home/apt,70,15,0
20254,Private room,112,3,23
20255,Private room,59,3,36
20256,Entire home/apt,200,5,7
20257,Private room,60,2,60
20258,Private room,85,2,4
20259,Entire home/apt,205,4,1
20260,Entire home/apt,135,2,6
20261,Entire home/apt,120,1,89
20262,Private room,42,1,59
20263,Entire home/apt,600,3,0
20264,Entire home/apt,198,3,9
20265,Private room,70,3,6
20266,Entire home/apt,175,1,1
20267,Entire home/apt,125,2,7
20268,Shared room,25,1,9
20269,Private room,40,1,19
20270,Entire home/apt,150,2,10
20271,Entire home/apt,160,4,12
20272,Entire home/apt,275,7,0
20273,Private room,95,2,14
20274,Private room,100,3,8
20275,Shared room,69,1,30
20276,Private room,200,1,0
20277,Entire home/apt,99,1,0
20278,Entire home/apt,239,7,0
20279,Private room,50,1,0
20280,Private room,299,3,0
20281,Entire home/apt,200,11,3
20282,Private room,50,1,14
20283,Entire home/apt,175,30,2
20284,Private room,51,7,0
20285,Entire home/apt,155,1,0
20286,Private room,200,1,1
20287,Private room,65,2,167
20288,Entire home/apt,140,2,322
20289,Entire home/apt,99,30,66
20290,Entire home/apt,600,30,2
20291,Entire home/apt,275,2,0
20292,Entire home/apt,259,30,0
20293,Entire home/apt,200,4,10
20294,Private room,150,5,0
20295,Private room,60,14,1
20296,Private room,66,3,0
20297,Entire home/apt,169,3,22
20298,Private room,50,3,18
20299,Entire home/apt,150,2,4
20300,Shared room,90,1,37
20301,Entire home/apt,180,1,0
20302,Private room,195,2,0
20303,Private room,56,9,4
20304,Private room,150,2,5
20305,Shared room,130,1,0
20306,Private room,120,5,11
20307,Entire home/apt,95,1,31
20308,Entire home/apt,299,4,3
20309,Entire home/apt,250,2,1
20310,Entire home/apt,100,5,35
20311,Private room,35,7,0
20312,Entire home/apt,450,1,0
20313,Entire home/apt,240,2,44
20314,Private room,250,91,55
20315,Entire home/apt,250,5,5
20316,Entire home/apt,133,3,5
20317,Entire home/apt,199,3,13
20318,Private room,60,90,0
20319,Entire home/apt,275,3,50
20320,Entire home/apt,150,4,32
20321,Entire home/apt,297,30,1
20322,Entire home/apt,180,3,0
20323,Private room,135,2,58
20324,Entire home/apt,175,4,5
20325,Entire home/apt,149,2,2
20326,Private room,200,1,1
20327,Entire home/apt,170,10,11
20328,Private room,50,2,86
20329,Entire home/apt,449,3,23
20330,Entire home/apt,149,6,23
20331,Entire home/apt,155,1,67
20332,Private room,50,1,13
20333,Entire home/apt,150,2,23
20334,Entire home/apt,275,2,6
20335,Entire home/apt,164,29,0
20336,Entire home/apt,400,2,8
20337,Private room,89,2,1
20338,Entire home/apt,325,6,11
20339,Private room,75,1,65
20340,Entire home/apt,235,6,13
20341,Private room,68,2,0
20342,Entire home/apt,55,14,2
20343,Entire home/apt,130,1,11
20344,Entire home/apt,209,3,4
20345,Private room,169,7,4
20346,Private room,41,14,25
20347,Entire home/apt,198,30,0
20348,Private room,80,2,10
20349,Private room,50,1,0
20350,Entire home/apt,220,2,119
20351,Entire home/apt,175,1,2
20352,Private room,83,2,6
20353,Entire home/apt,50,1,6
20354,Entire home/apt,200,2,0
20355,Entire home/apt,125,2,4
20356,Entire home/apt,130,7,23
20357,Entire home/apt,118,30,3
20358,Private room,75,4,0
20359,Entire home/apt,145,3,66
20360,Private room,65,7,1
20361,Entire home/apt,200,1,7
20362,Private room,95,2,56
20363,Private room,99,7,8
20364,Private room,123,1,7
20365,Entire home/apt,245,2,4
20366,Entire home/apt,125,3,0
20367,Private room,61,2,6
20368,Entire home/apt,300,4,5
20369,Private room,135,1,11
20370,Entire home/apt,150,60,7
20371,Shared room,35,120,0
20372,Private room,59,2,334
20373,Entire home/apt,150,30,0
20374,Private room,80,4,75
20375,Private room,89,1,273
20376,Private room,150,7,0
20377,Private room,199,1,17
20378,Private room,89,3,9
20379,Entire home/apt,249,2,13
20380,Private room,79,1,8
20381,Entire home/apt,99,2,54
20382,Entire home/apt,190,30,8
20383,Private room,109,60,0
20384,Entire home/apt,140,7,65
20385,Private room,99,3,2
20386,Entire home/apt,110,30,3
20387,Entire home/apt,190,1,94
20388,Entire home/apt,200,30,0
20389,Private room,75,1,3
20390,Private room,50,3,8
20391,Private room,300,55,6
20392,Private room,85,2,1
20393,Private room,120,4,8
20394,Entire home/apt,265,1,18
20395,Private room,220,1,2
20396,Entire home/apt,237,3,6
20397,Entire home/apt,55,4,0
20398,Entire home/apt,185,2,10
20399,Entire home/apt,200,1,0
20400,Private room,67,3,0
20401,Entire home/apt,120,30,5
20402,Entire home/apt,250,3,0
20403,Entire home/apt,150,5,1
20404,Private room,44,6,14
20405,Private room,100,1,4
20406,Entire home/apt,169,4,7
20407,Private room,75,1,9
20408,Private room,301,3,0
20409,Private room,90,2,2
20410,Entire home/apt,120,2,5
20411,Entire home/apt,300,7,0
20412,Entire home/apt,220,2,0
20413,Entire home/apt,315,5,2
20414,Entire home/apt,200,3,10
20415,Entire home/apt,110,15,1
20416,Shared room,35,1,25
20417,Entire home/apt,195,2,87
20418,Private room,100,1,0
20419,Entire home/apt,400,3,5
20420,Private room,80,2,49
20421,Entire home/apt,1000,3,10
20422,Private room,79,3,56
20423,Entire home/apt,150,2,3
20424,Private room,65,2,71
20425,Private room,75,5,3
20426,Private room,150,1,0
20427,Private room,75,2,24
20428,Private room,140,1,78
20429,Entire home/apt,249,3,4
20430,Entire home/apt,150,7,1
20431,Shared room,35,14,0
20432,Private room,65,3,52
20433,Entire home/apt,205,9,62
20434,Entire home/apt,145,5,3
20435,Entire home/apt,475,4,2
20436,Private room,97,3,7
20437,Entire home/apt,200,5,0
20438,Entire home/apt,315,2,15
20439,Private room,43,1,6
20440,Entire home/apt,450,2,2
20441,Entire home/apt,180,30,16
20442,Entire home/apt,400,2,0
20443,Private room,94,2,3
20444,Entire home/apt,189,1,3
20445,Entire home/apt,200,3,6
20446,Entire home/apt,130,6,8
20447,Private room,70,4,0
20448,Private room,100,1,4
20449,Entire home/apt,175,1,2
20450,Private room,40,1,62
20451,Entire home/apt,280,3,4
20452,Entire home/apt,125,2,17
20453,Entire home/apt,79,1,4
20454,Private room,95,4,20
20455,Private room,50,4,4
20456,Private room,40,2,3
20457,Private room,100,3,3
20458,Private room,515,3,0
20459,Entire home/apt,200,2,117
20460,Entire home/apt,180,4,9
20461,Private room,55,3,89
20462,Private room,65,2,5
20463,Private room,34,1,15
20464,Shared room,249,60,0
20465,Entire home/apt,650,3,0
20466,Entire home/apt,232,30,0
20467,Entire home/apt,130,29,0
20468,Private room,45,2,3
20469,Entire home/apt,90,30,0
20470,Entire home/apt,200,2,17
20471,Private room,100,2,2
20472,Entire home/apt,149,3,32
20473,Entire home/apt,209,3,1
20474,Entire home/apt,125,3,2
20475,Private room,90,3,4
20476,Entire home/apt,158,1,16
20477,Shared room,145,4,0
20478,Entire home/apt,341,3,138
20479,Entire home/apt,270,3,23
20480,Private room,98,7,0
20481,Shared room,95,1,7
20482,Entire home/apt,120,1,58
20483,Entire home/apt,250,2,28
20484,Private room,55,2,71
20485,Entire home/apt,300,3,1
20486,Private room,90,5,10
20487,Entire home/apt,1500,4,17
20488,Entire home/apt,175,27,2
20489,Entire home/apt,130,1,21
20490,Private room,70,1,52
20491,Entire home/apt,231,2,13
20492,Entire home/apt,299,1,0
20493,Private room,175,3,37
20494,Entire home/apt,195,4,1
20495,Private room,95,1,50
20496,Entire home/apt,140,14,51
20497,Entire home/apt,175,3,0
20498,Entire home/apt,175,1,8
20499,Private room,37,30,1
20500,Private room,50,2,67
20501,Entire home/apt,188,30,3
20502,Entire home/apt,90,26,4
20503,Private room,125,3,0
20504,Entire home/apt,280,21,0
20505,Entire home/apt,150,2,106
20506,Entire home/apt,97,30,6
20507,Entire home/apt,145,30,0
20508,Entire home/apt,180,7,1
20509,Entire home/apt,230,3,52
20510,Entire home/apt,675,28,1
20511,Private room,108,2,17
20512,Entire home/apt,180,3,3
20513,Private room,100,2,73
20514,Entire home/apt,119,30,12
20515,Entire home/apt,1500,30,24
20516,Private room,250,1,0
20517,Private room,46,1,25
20518,Private room,90,1,151
20519,Entire home/apt,300,30,5
20520,Private room,45,30,7
20521,Entire home/apt,160,3,9
20522,Private room,65,2,0
20523,Private room,75,3,0
20524,Private room,69,2,249
20525,Private room,70,3,3
20526,Private room,100,1,3
20527,Private room,69,4,0
20528,Entire home/apt,200,29,0
20529,Entire home/apt,200,5,0
20530,Entire home/apt,425,2,0
20531,Private room,69,2,70
20532,Entire home/apt,165,120,7
20533,Private room,105,1,19
20534,Entire home/apt,578,5,70
20535,Entire home/apt,250,2,1
20536,Private room,39,30,2
20537,Private room,150,1,138
20538,Entire home/apt,225,2,11
20539,Entire home/apt,290,30,0
20540,Entire home/apt,375,3,6
20541,Entire home/apt,142,30,1
20542,Private room,99,1,180
20543,Entire home/apt,250,2,0
20544,Shared room,60,1,0
20545,Private room,53,3,1
20546,Entire home/apt,225,4,2
20547,Entire home/apt,105,30,2
20548,Entire home/apt,100,2,9
20549,Entire home/apt,150,1,24
20550,Entire home/apt,150,2,7
20551,Private room,63,1,19
20552,Private room,75,3,50
20553,Private room,80,1,0
20554,Entire home/apt,125,30,3
20555,Entire home/apt,125,2,102
20556,Entire home/apt,90,14,1
20557,Private room,130,1,40
20558,Entire home/apt,100,4,1
20559,Private room,75,1,2
20560,Entire home/apt,125,3,27
20561,Private room,99,3,10
20562,Entire home/apt,170,30,0
20563,Entire home/apt,350,3,2
20564,Private room,700,1,0
20565,Private room,70,2,25
20566,Entire home/apt,165,1,16
20567,Entire home/apt,799,6,40
20568,Private room,99,2,3
20569,Private room,110,3,5
20570,Private room,95,3,62
20571,Entire home/apt,199,1,4
20572,Entire home/apt,197,5,1
20573,Entire home/apt,700,1,8
20574,Entire home/apt,158,2,145
20575,Entire home/apt,300,2,0
20576,Entire home/apt,139,3,24
20577,Private room,100,5,61
20578,Entire home/apt,175,2,1
20579,Entire home/apt,145,7,0
20580,Entire home/apt,260,1,299
20581,Entire home/apt,130,2,5
20582,Private room,95,7,2
20583,Entire home/apt,185,2,1
20584,Entire home/apt,460,1,2
20585,Entire home/apt,290,1,77
20586,Entire home/apt,200,7,11
20587,Entire home/apt,599,5,4
20588,Entire home/apt,102,4,15
20589,Entire home/apt,250,1,1
20590,Entire home/apt,310,1,2
20591,Entire home/apt,135,30,25
20592,Entire home/apt,255,2,3
20593,Private room,60,30,0
20594,Shared room,75,1,29
20595,Entire home/apt,225,30,0
20596,Entire home/apt,190,3,102
20597,Entire home/apt,115,3,33
20598,Private room,70,1,1
20599,Private room,100,1,0
20600,Entire home/apt,295,1,0
20601,Private room,45,1,1
20602,Private room,135,1,101
20603,Entire home/apt,360,5,23
20604,Entire home/apt,165,1,202
20605,Private room,115,1,0
20606,Entire home/apt,200,3,81
20607,Entire home/apt,129,3,132
20608,Entire home/apt,230,2,9
20609,Private room,50,14,1
20610,Entire home/apt,99,3,10
20611,Entire home/apt,220,10,8
20612,Entire home/apt,390,3,1
20613,Private room,120,1,52
20614,Entire home/apt,189,19,1
20615,Private room,85,6,130
20616,Private room,70,3,16
20617,Entire home/apt,339,1,87
20618,Entire home/apt,135,1,214
20619,Entire home/apt,700,5,23
20620,Entire home/apt,90,3,138
20621,Entire home/apt,186,9,25
20622,Entire home/apt,248,7,0
20623,Entire home/apt,229,30,0
20624,Entire home/apt,220,5,7
20625,Entire home/apt,185,30,0
20626,Entire home/apt,282,30,1
20627,Entire home/apt,219,30,0
20628,Entire home/apt,145,2,5
20629,Entire home/apt,245,5,18
20630,Private room,55,5,0
20631,Entire home/apt,250,80,5
20632,Entire home/apt,392,2,2
20633,Private room,50,1,2
20634,Entire home/apt,200,5,2
20635,Private room,85,1,18
20636,Private room,62,1,7
20637,Entire home/apt,200,3,0
20638,Entire home/apt,195,7,26
20639,Entire home/apt,150,3,50
20640,Entire home/apt,157,2,4
20641,Entire home/apt,175,5,20
20642,Private room,325,1,6
20643,Entire home/apt,150,2,8
20644,Entire home/apt,600,4,7
20645,Private room,79,3,21
20646,Entire home/apt,120,7,0
20647,Entire home/apt,250,7,4
20648,Private room,118,2,16
20649,Entire home/apt,250,2,3
20650,Entire home/apt,200,3,0
20651,Entire home/apt,180,1,156
20652,Entire home/apt,345,4,16
20653,Private room,100,2,16
20654,Entire home/apt,250,1,7
20655,Private room,60,1,0
20656,Private room,60,2,12
20657,Entire home/apt,550,30,0
20658,Private room,60,10,0
20659,Private room,100,1,0
20660,Private room,45,30,2
20661,Private room,90,5,5
20662,Entire home/apt,10,30,0
20663,Private room,145,1,0
20664,Private room,60,2,19
20665,Private room,113,1,93
20666,Private room,1450,1,0
20667,Entire home/apt,175,2,1
20668,Private room,85,1,51
20669,Private room,150,1,0
20670,Private room,130,1,191
20671,Private room,89,1,56
20672,Entire home/apt,390,2,9
20673,Private room,65,2,105
20674,Entire home/apt,5000,1,2
20675,Entire home/apt,175,30,0
20676,Entire home/apt,200,4,0
20677,Entire home/apt,200,3,41
20678,Entire home/apt,350,3,11
20679,Shared room,120,3,38
20680,Entire home/apt,250,2,72
20681,Private room,249,4,0
20682,Private room,199,1,0
20683,Private room,110,1,188
20684,Private room,125,2,10
20685,Entire home/apt,180,1,0
20686,Private room,68,1,49
20687,Private room,60,7,5
20688,Private room,250,1,0
20689,Private room,80,3,1
20690,Entire home/apt,800,3,9
20691,Entire home/apt,269,5,18
20692,Entire home/apt,125,30,10
20693,Entire home/apt,130,2,1
20694,Private room,91,1,49
20695,Entire home/apt,225,2,14
20696,Entire home/apt,899,3,5
20697,Entire home/apt,1000,4,16
20698,Entire home/apt,172,2,63
20699,Entire home/apt,230,30,0
20700,Private room,85,1,0
20701,Entire home/apt,140,30,0
20702,Entire home/apt,160,1,68
20703,Private room,60,1,3
20704,Shared room,55,1,66
20705,Entire home/apt,3000,30,8
20706,Private room,65,3,8
20707,Entire home/apt,250,3,6
20708,Entire home/apt,175,1,0
20709,Entire home/apt,100,6,4
20710,Entire home/apt,50,30,8
20711,Private room,80,5,1
20712,Entire home/apt,250,5,5
20713,Private room,120,2,8
20714,Entire home/apt,150,1,2
