neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews
Harlem,40.80935,-73.9442,Private room,63,1,61
West Village,40.73521,-74.00089,Private room,100,5,8
Upper West Side,40.78528,-73.97111,Entire home/apt,2000,20,0
Washington Heights,40.83288,-73.94306,Private room,70,1,0
SoHo,40.7249,-74.00105,Entire home/apt,643,30,0
Upper West Side,40.79931,-73.96072,Private room,75,1,19
Harlem,40.82376,-73.94198,Private room,85,1,0
Harlem,40.82723,-73.94217,Private room,40,5,1
Hell's Kitchen,40.76443,-73.99219,Private room,105,3,17
Harlem,40.81864,-73.94108,Private room,60,4,6
Morningside Heights,40.80414,-73.96498,Entire home/apt,145,1,23
Chelsea,40.74651,-74.00563,Entire home/apt,219,30,1
East Harlem,40.79952,-73.94592,Shared room,75,1,0
Hell's Kitchen,40.76584,-73.98422,Entire home/apt,225,30,0
Chelsea,40.74462,-74.0013,Entire home/apt,230,2,1
Harlem,40.82443,-73.94154,Private room,100,2,43
Upper West Side,40.79182,-73.96564,Entire home/apt,200,31,8
Midtown,40.75359,-73.97028,Entire home/apt,160,3,48
Chelsea,40.73851,-73.99213,Entire home/apt,3000,2,0
West Village,40.7363,-74.00494,Entire home/apt,340,30,2
Midtown,40.75377,-73.97203,Private room,225,2,2
SoHo,40.72367,-74.00229,Entire home/apt,180,4,0
East Harlem,40.7968,-73.93611,Entire home/apt,150,7,12
East Village,40.7277,-73.99007,Entire home/apt,161,5,0
Upper West Side,40.7791,-73.98565,Entire home/apt,175,1,4
Financial District,40.70645,-74.01175,Entire home/apt,256,2,9
West Village,40.73608,-73.99997,Entire home/apt,175,3,18
Harlem,40.80194,-73.95551,Entire home/apt,120,1,3
Kips Bay,40.74404,-73.97564,Entire home/apt,70,3,0
Kips Bay,40.73963,-73.98002,Entire home/apt,200,2,5
Chelsea,40.74743,-73.99136,Entire home/apt,440,2,1
Upper West Side,40.78146,-73.97845,Entire home/apt,120,5,0
Harlem,40.81438,-73.95183,Entire home/apt,199,4,6
Midtown,40.7482,-73.98599,Entire home/apt,180,1,3
Midtown,40.7598,-73.96684,Entire home/apt,132,30,5
Kips Bay,40.74482,-73.97827,Private room,69,15,25
East Harlem,40.78605,-73.95087,Entire home/apt,120,6,4
Harlem,40.80171,-73.95122,Private room,55,10,6
East Village,40.73194,-73.98939,Entire home/apt,295,7,92
East Village,40.7234,-73.98267,Private room,62,2,15
Harlem,40.82083,-73.95436,Private room,69,7,15
Nolita,40.72309,-73.99412,Entire home/apt,270,3,0
Financial District,40.70595,-74.00974,Entire home/apt,250,2,2
Upper West Side,40.77859,-73.97964,Entire home/apt,750,1,0
Theater District,40.75412,-73.98601,Entire home/apt,119,1,18
Lower East Side,40.71923,-73.99336,Private room,74,30,0
Midtown,40.7649,-73.97602,Private room,450,1,0
Financial District,40.70833,-74.00497,Entire home/apt,270,29,0
Midtown,40.76364,-73.97589,Entire home/apt,249,2,0
Roosevelt Island,40.76688,-73.94688,Entire home/apt,145,1,0
Harlem,40.82341,-73.94444,Private room,39,30,3
Hell's Kitchen,40.76309,-73.99155,Entire home/apt,175,4,1
Harlem,40.82876,-73.94538,Private room,38,8,20
Upper East Side,40.78429,-73.94878,Entire home/apt,200,5,48
Upper East Side,40.76751,-73.96309,Entire home/apt,300,4,57
Chelsea,40.74318,-73.9982,Entire home/apt,129,1,6
Harlem,40.80066,-73.95147,Entire home/apt,150,2,36
East Village,40.7216,-73.98204,Entire home/apt,200,3,0
East Village,40.72721,-73.98411,Entire home/apt,200,7,3
Hell's Kitchen,40.76547,-73.98521,Private room,115,1,22
Harlem,40.82536,-73.94383,Entire home/apt,130,1,0
Hell's Kitchen,40.76066,-73.99922,Entire home/apt,199,30,0
Washington Heights,40.85083,-73.9287,Private room,39,4,48
Financial District,40.70949,-74.01438,Entire home/apt,250,30,22
Murray Hill,40.7472,-73.97337,Entire home/apt,229,1,0
Harlem,40.82791,-73.94752,Private room,65,2,6
East Harlem,40.79677,-73.94823,Private room,105,2,85
Midtown,40.75481,-73.96982,Private room,119,9,53
Hell's Kitchen,40.75417,-73.99578,Private room,99,7,5
East Village,40.72547,-73.98717,Entire home/apt,100,1,3
SoHo,40.72293,-74.00361,Private room,350,3,0
Flatiron District,40.74107,-73.988,Private room,112,4,14
East Village,40.72361,-73.98395,Private room,100,1,6
West Village,40.73766,-74.00448,Private room,999,1,2
Midtown,40.75073,-73.98439,Private room,350,3,1
Hell's Kitchen,40.76152,-73.99388,Entire home/apt,130,30,4
East Harlem,40.79523,-73.94956,Private room,50,14,0
East Village,40.72517,-73.99023,Private room,100,3,3
Upper West Side,40.79454,-73.97541,Private room,50,1,14
Upper East Side,40.7723,-73.94746,Private room,55,8,1
Theater District,40.75781,-73.98903,Private room,499,1,0
Financial District,40.70885,-74.01074,Entire home/apt,200,30,0
Hell's Kitchen,40.76257,-73.99303,Entire home/apt,249,3,35
Upper West Side,40.77141,-73.98862,Shared room,50,1,0
Gramercy,40.73328,-73.9859,Private room,90,3,23
Flatiron District,40.7385,-73.98782,Entire home/apt,236,1,23
Washington Heights,40.84369,-73.93891,Entire home/apt,150,7,0
East Village,40.72754,-73.98555,Entire home/apt,450,3,12
Kips Bay,40.74052,-73.98188,Entire home/apt,450,3,1
Financial District,40.70965,-74.01388,Entire home/apt,168,4,0
East Harlem,40.80655,-73.93872,Entire home/apt,175,1,7
Upper West Side,40.80149,-73.96375,Private room,46,3,7
Little Italy,40.71957,-73.99573,Entire home/apt,175,30,3
Upper West Side,40.77848,-73.98334,Private room,109,1,288
Midtown,40.75388,-73.96727,Entire home/apt,125,2,109
Midtown,40.75294,-73.9733,Entire home/apt,672,2,23
Harlem,40.80699,-73.94227,Shared room,200,1,8
East Harlem,40.78593,-73.94292,Entire home/apt,139,2,3
Hell's Kitchen,40.76223,-73.99296,Entire home/apt,150,4,0
Chelsea,40.74026,-74.00091,Entire home/apt,300,1,2
Upper West Side,40.7846,-73.97315,Entire home/apt,99,2,0
Kips Bay,40.73859,-73.98218,Entire home/apt,89,360,0
Upper West Side,40.79546,-73.97497,Private room,100,15,1
Gramercy,40.73755,-73.98041,Entire home/apt,130,5,1
Lower East Side,40.71904,-73.99392,Private room,95,1,109
Hell's Kitchen,40.75501,-73.99376,Entire home/apt,930,1,0
East Village,40.72247,-73.98172,Private room,79,3,3
Chelsea,40.74461,-73.992,Entire home/apt,129,30,0
Nolita,40.72198,-73.99451,Entire home/apt,245,5,0
Upper West Side,40.80082,-73.96059,Entire home/apt,350,7,0
Lower East Side,40.71873,-73.9891,Private room,99,2,10
East Harlem,40.80891,-73.93798,Entire home/apt,100,30,22
Upper West Side,40.79764,-73.96177,Entire home/apt,140,3,81
East Village,40.72297,-73.97973,Private room,99,3,12
Greenwich Village,40.72847,-74.00094,Entire home/apt,200,3,0
Upper West Side,40.78709,-73.97755,Entire home/apt,220,3,7
Chinatown,40.7142,-73.99119,Entire home/apt,250,5,14
Upper West Side,40.7861,-73.97097,Entire home/apt,170,3,0
Upper West Side,40.79572,-73.96781,Entire home/apt,105,7,1
Hell's Kitchen,40.76446,-73.99343,Entire home/apt,125,30,4
Chelsea,40.73942,-73.99629,Entire home/apt,110,25,0
Washington Heights,40.83551,-73.94232,Private room,72,2,18
Upper East Side,40.78074,-73.94811,Entire home/apt,180,3,10
Lower East Side,40.70988,-73.98666,Private room,93,15,0
Hell's Kitchen,40.76595,-73.98661,Entire home/apt,190,4,0
Harlem,40.81286,-73.94385,Entire home/apt,150,14,1
Washington Heights,40.83325,-73.94034,Private room,84,1,0
Chinatown,40.71695,-73.99178,Entire home/apt,117,5,221
Upper West Side,40.78233,-73.98415,Entire home/apt,150,3,20
Hell's Kitchen,40.75989,-73.98832,Entire home/apt,70,2,112
Harlem,40.82777,-73.9407,Entire home/apt,100,1,145
East Village,40.72246,-73.98455,Entire home/apt,230,1,1
Upper East Side,40.78478,-73.94967,Private room,200,1,20
Lower East Side,40.7208,-73.9819,Private room,75,5,1
Harlem,40.82896,-73.94059,Private room,50,1,0
Washington Heights,40.85115,-73.93703,Private room,80,4,4
Lower East Side,40.71937,-73.99098,Entire home/apt,120,1,11
Hell's Kitchen,40.76335,-73.98737,Private room,150,2,41
Midtown,40.76016,-73.9691,Entire home/apt,139,2,132
Financial District,40.70763,-74.0105,Entire home/apt,470,2,5
Upper West Side,40.7859,-73.9723,Entire home/apt,300,3,2
Harlem,40.80421,-73.9502,Private room,160,3,10
East Village,40.72977,-73.98713,Entire home/apt,175,4,0
Chelsea,40.74192,-73.99978,Private room,135,3,250
Morningside Heights,40.80445,-73.9649,Entire home/apt,140,4,2
Upper West Side,40.78544,-73.97869,Entire home/apt,116,3,15
Little Italy,40.72007,-73.99695,Entire home/apt,250,1,0
Lower East Side,40.71862,-73.9836,Entire home/apt,80,14,1
East Harlem,40.78748,-73.94779,Private room,399,6,15
East Harlem,40.7941,-73.94045,Private room,80,2,2
West Village,40.73022,-74.00421,Entire home/apt,249,3,44
SoHo,40.72756,-74.00239,Entire home/apt,230,2,27
Harlem,40.81922,-73.95276,Private room,69,2,121
Harlem,40.82932,-73.94575,Entire home/apt,100,3,2
Morningside Heights,40.81045,-73.95961,Private room,40,3,1
East Village,40.72919,-73.98151,Entire home/apt,290,2,10
East Village,40.72699,-73.98548,Private room,139,2,11
West Village,40.73673,-74.00836,Entire home/apt,150,3,3
Upper East Side,40.77343,-73.95979,Private room,99,1,21
Harlem,40.8303,-73.9407,Private room,60,1,0
Chinatown,40.71579,-73.99285,Private room,130,3,0
Harlem,40.81562,-73.94426,Entire home/apt,112,3,22
Theater District,40.76142,-73.98629,Entire home/apt,212,29,0
Harlem,40.81919,-73.9443,Entire home/apt,750,3,0
Upper East Side,40.76873,-73.95487,Entire home/apt,202,1,0
Greenwich Village,40.72925,-73.99927,Entire home/apt,200,1,12
East Harlem,40.80719,-73.94088,Entire home/apt,250,2,10
Harlem,40.8235,-73.94619,Entire home/apt,100,2,1
Upper West Side,40.77778,-73.97795,Entire home/apt,200,4,1
Chelsea,40.74707,-74.00332,Entire home/apt,500,7,26
East Village,40.72803,-73.98112,Entire home/apt,500,1,1
Upper East Side,40.77107,-73.95682,Entire home/apt,117,30,6
Upper West Side,40.78263,-73.97623,Entire home/apt,180,2,6
East Harlem,40.79142,-73.9398,Entire home/apt,350,4,33
Harlem,40.82078,-73.93771,Private room,45,4,19
Kips Bay,40.74337,-73.97726,Entire home/apt,850,3,0
Hell's Kitchen,40.75622,-73.99405,Private room,100,1,12
Nolita,40.72169,-73.9965,Entire home/apt,325,2,8
Midtown,40.75425,-73.96556,Entire home/apt,737,3,4
East Village,40.72555,-73.97965,Entire home/apt,225,1,115
Hell's Kitchen,40.75584,-73.99574,Private room,115,4,1
Financial District,40.70738,-74.01281,Entire home/apt,160,2,0
Harlem,40.82442,-73.95203,Private room,50,20,9
Morningside Heights,40.81483,-73.9609,Private room,30,1,0
Midtown,40.75993,-73.97054,Entire home/apt,145,1,51
Upper West Side,40.79285,-73.9676,Entire home/apt,264,30,2
Harlem,40.80352,-73.95127,Entire home/apt,136,2,15
Inwood,40.8683,-73.92161,Entire home/apt,349,2,0
East Harlem,40.78821,-73.94927,Entire home/apt,155,1,2
Hell's Kitchen,40.76318,-73.98838,Private room,129,5,94
Hell's Kitchen,40.75597,-73.99457,Entire home/apt,251,3,3
Hell's Kitchen,40.75946,-73.99083,Private room,70,1,5
Upper West Side,40.78935,-73.97389,Entire home/apt,180,30,0
East Village,40.72588,-73.98198,Private room,95,1,7
Harlem,40.80403,-73.95427,Entire home/apt,148,6,44
East Harlem,40.79121,-73.94793,Private room,75,2,1
Harlem,40.80029,-73.95362,Entire home/apt,290,4,12
Harlem,40.812,-73.94189,Entire home/apt,80,5,5
Chelsea,40.74309,-73.99436,Entire home/apt,218,6,53
Hell's Kitchen,40.75951,-73.98898,Entire home/apt,199,1,7
Upper East Side,40.77261,-73.94995,Entire home/apt,190,30,0
Hell's Kitchen,40.76331,-73.99262,Entire home/apt,383,3,24
Harlem,40.80445,-73.9567,Private room,88,30,0
Upper West Side,40.7826,-73.98228,Entire home/apt,100,31,0
Midtown,40.75266,-73.97252,Entire home/apt,142,30,0
Midtown,40.7601,-73.96356,Entire home/apt,100,30,1
Hell's Kitchen,40.76538,-73.98779,Shared room,90,1,11
Morningside Heights,40.80387,-73.95853,Private room,55,3,103
East Harlem,40.803,-73.93913,Private room,80,3,2
Hell's Kitchen,40.7558,-73.99677,Private room,62,7,6
Harlem,40.81788,-73.93583,Entire home/apt,75,2,19
Hell's Kitchen,40.76747,-73.9862,Private room,125,3,6
Lower East Side,40.72115,-73.98308,Entire home/apt,240,5,1
East Village,40.72294,-73.9857,Private room,99,1,0
Upper East Side,40.78164,-73.94717,Private room,60,3,5
Two Bridges,40.71159,-73.99884,Private room,119,1,3
West Village,40.73713,-74.00059,Entire home/apt,250,7,0
East Harlem,40.80153,-73.94435,Private room,100,2,0
Hell's Kitchen,40.76645,-73.99101,Entire home/apt,200,1,2
Murray Hill,40.74461,-73.97216,Entire home/apt,180,30,0
Kips Bay,40.73873,-73.981,Entire home/apt,165,2,25
Washington Heights,40.85267,-73.93664,Entire home/apt,64,15,1
Harlem,40.81613,-73.94622,Entire home/apt,150,30,17
Chinatown,40.71787,-73.99461,Entire home/apt,100,3,3
Harlem,40.82136,-73.95606,Private room,59,1,2
Upper East Side,40.76798,-73.96755,Entire home/apt,140,30,4
Upper West Side,40.80064,-73.96778,Entire home/apt,250,14,0
Lower East Side,40.71067,-73.98695,Private room,180,1,0
Upper West Side,40.78558,-73.97704,Entire home/apt,150,4,2
East Village,40.72727,-73.98801,Private room,95,2,26
Murray Hill,40.74775,-73.98226,Private room,89,1,13
Murray Hill,40.74746,-73.97883,Entire home/apt,499,30,4
Midtown,40.74673,-73.98305,Shared room,60,1,0
East Harlem,40.80189,-73.94483,Entire home/apt,130,3,3
Theater District,40.75708,-73.98283,Entire home/apt,177,29,0
Harlem,40.81622,-73.95885,Private room,100,3,0
Midtown,40.76194,-73.97459,Entire home/apt,276,2,0
Marble Hill,40.8753,-73.9116,Entire home/apt,90,5,0
Washington Heights,40.83089,-73.94125,Private room,49,3,3
Upper East Side,40.76916,-73.95365,Entire home/apt,125,3,6
Greenwich Village,40.72894,-74.00102,Entire home/apt,180,3,8
Chelsea,40.73935,-73.99691,Entire home/apt,267,30,0
Lower East Side,40.71615,-73.98478,Entire home/apt,200,1,10
Murray Hill,40.74825,-73.97673,Private room,85,5,3
Harlem,40.82156,-73.94966,Entire home/apt,247,2,82
Civic Center,40.71262,-74.00698,Entire home/apt,175,30,0
Harlem,40.80695,-73.94982,Entire home/apt,130,2,133
Gramercy,40.7357,-73.98396,Private room,200,1,0
Upper East Side,40.77968,-73.94815,Private room,90,3,7
Harlem,40.80739,-73.94196,Entire home/apt,153,4,91
Hell's Kitchen,40.75656,-73.99063,Private room,120,1,109
Upper West Side,40.80049,-73.96629,Private room,150,2,0
Midtown,40.75451,-73.96348,Entire home/apt,190,30,0
Financial District,40.70776,-74.01239,Entire home/apt,470,2,3
Upper East Side,40.76952,-73.94892,Entire home/apt,150,7,12
Flatiron District,40.74283,-73.99246,Entire home/apt,150,7,1
Harlem,40.81876,-73.93974,Private room,80,1,4
Upper West Side,40.77471,-73.98261,Private room,120,20,107
Chelsea,40.74023,-73.99994,Entire home/apt,485,3,2
Chelsea,40.74913,-73.99575,Entire home/apt,93,39,25
Midtown,40.75576,-73.96548,Entire home/apt,225,1,10
Chinatown,40.71675,-73.99092,Entire home/apt,200,2,9
Hell's Kitchen,40.76646,-73.9929,Entire home/apt,305,1,0
Harlem,40.81847,-73.93957,Private room,50,1,105
Upper East Side,40.76712,-73.95668,Private room,70,2,0
Lower East Side,40.71871,-73.99058,Entire home/apt,300,2,1
Hell's Kitchen,40.76199,-73.99253,Private room,62,1,59
Kips Bay,40.74436,-73.97977,Entire home/apt,250,5,49
Midtown,40.7504,-73.96934,Entire home/apt,170,30,1
Gramercy,40.73265,-73.98435,Entire home/apt,250,2,4
Washington Heights,40.83625,-73.93753,Private room,50,3,2
Midtown,40.75619,-73.9654,Entire home/apt,135,30,0
Chelsea,40.75094,-73.99662,Private room,199,1,1
Harlem,40.82389,-73.95014,Private room,48,30,5
Upper West Side,40.77484,-73.98659,Private room,130,2,2
West Village,40.73478,-74.00015,Entire home/apt,170,2,6
East Village,40.72927,-73.99039,Entire home/apt,300,30,2
Chelsea,40.74286,-73.99436,Entire home/apt,209,29,0
East Harlem,40.78882,-73.94869,Private room,67,1,2
East Village,40.72603,-73.98469,Private room,149,2,5
Lower East Side,40.72148,-73.98823,Private room,98,4,67
Washington Heights,40.84522,-73.93952,Private room,49,1,1
East Village,40.72952,-73.98388,Entire home/apt,140,7,1
Washington Heights,40.85177,-73.93652,Entire home/apt,110,1,7
Upper East Side,40.76968,-73.9593,Entire home/apt,160,2,7
Upper East Side,40.77727,-73.94588,Entire home/apt,115,35,1
Harlem,40.81759,-73.94385,Entire home/apt,150,5,1
Upper West Side,40.79836,-73.96784,Entire home/apt,135,1,7
Gramercy,40.73343,-73.98634,Entire home/apt,180,3,72
Midtown,40.76186,-73.97324,Entire home/apt,149,3,1
Washington Heights,40.83856,-73.94186,Private room,109,1,2
Upper East Side,40.7829,-73.94721,Entire home/apt,500,3,0
Upper East Side,40.76026,-73.96204,Entire home/apt,152,30,1
Chelsea,40.73774,-73.99725,Entire home/apt,283,30,0
East Harlem,40.80874,-73.94038,Private room,90,2,38
East Village,40.72833,-73.98118,Private room,70,3,3
Financial District,40.70654,-74.01091,Entire home/apt,214,2,11
Hell's Kitchen,40.75832,-73.99179,Private room,129,1,108
Morningside Heights,40.80798,-73.96585,Entire home/apt,95,7,0
Harlem,40.81818,-73.93905,Private room,49,1,12
Morningside Heights,40.80431,-73.96615,Entire home/apt,80,12,1
Nolita,40.72046,-73.9955,Entire home/apt,215,7,5
Midtown,40.74381,-73.98492,Entire home/apt,590,1,0
East Harlem,40.79598,-73.94288,Entire home/apt,250,5,33
Upper East Side,40.77746,-73.95043,Entire home/apt,135,31,2
Harlem,40.82169,-73.94077,Private room,69,1,14
Lower East Side,40.71768,-73.99068,Entire home/apt,200,2,15
Harlem,40.81444,-73.94385,Private room,99,7,10
Upper West Side,40.79948,-73.96314,Private room,75,1,5
Hell's Kitchen,40.7645,-73.99447,Entire home/apt,200,30,3
Murray Hill,40.74686,-73.97981,Entire home/apt,200,3,1
Harlem,40.8079,-73.94887,Entire home/apt,150,1,1
Upper East Side,40.76172,-73.96538,Entire home/apt,179,3,24
Harlem,40.82272,-73.95144,Private room,40,29,2
Harlem,40.80334,-73.94805,Private room,180,3,14
Financial District,40.70563,-74.0078,Entire home/apt,209,29,3
Chelsea,40.74633,-73.99201,Entire home/apt,300,30,0
Hell's Kitchen,40.76316,-73.99358,Entire home/apt,200,2,6
Harlem,40.81942,-73.95796,Entire home/apt,99,2,5
Upper East Side,40.77459,-73.95149,Private room,85,5,44
Lower East Side,40.71823,-73.98537,Entire home/apt,150,5,20
Civic Center,40.71164,-74.00774,Entire home/apt,328,2,319
Harlem,40.82393,-73.95308,Private room,95,7,2
Upper East Side,40.77787,-73.95104,Entire home/apt,125,4,7
Hell's Kitchen,40.76828,-73.98755,Entire home/apt,250,3,3
Chelsea,40.74775,-73.99167,Entire home/apt,999,2,1
East Village,40.72957,-73.98723,Private room,85,2,21
Upper East Side,40.77267,-73.94735,Entire home/apt,400,2,1
Upper East Side,40.78193,-73.95099,Private room,60,183,1
Gramercy,40.73788,-73.98103,Private room,150,1,2
Two Bridges,40.70911,-73.99685,Entire home/apt,180,3,18
East Harlem,40.79276,-73.93854,Private room,140,2,50
Hell's Kitchen,40.76657,-73.98514,Entire home/apt,225,3,28
Upper West Side,40.79433,-73.96518,Entire home/apt,200,30,1
Midtown,40.75669,-73.96411,Private room,90,1,3
Hell's Kitchen,40.76025,-73.99555,Private room,89,4,59
East Harlem,40.79112,-73.93606,Entire home/apt,95,5,20
East Harlem,40.79477,-73.93282,Private room,90,2,3
Midtown,40.75965,-73.96543,Entire home/apt,140,30,14
Hell's Kitchen,40.76441,-73.99437,Entire home/apt,100,30,2
Murray Hill,40.74825,-73.98101,Entire home/apt,239,3,3
West Village,40.73194,-74.00369,Entire home/apt,220,2,3
Midtown,40.75169,-73.97323,Entire home/apt,70,2,79
East Harlem,40.78991,-73.94816,Entire home/apt,130,3,0
Financial District,40.70963,-74.00759,Private room,90,2,71
Harlem,40.82765,-73.94889,Private room,125,2,3
Hell's Kitchen,40.76793,-73.98817,Private room,79,7,1
Hell's Kitchen,40.76355,-73.99391,Entire home/apt,150,1,52
Morningside Heights,40.80539,-73.96409,Entire home/apt,92,1,2
East Village,40.72866,-73.98048,Entire home/apt,105,30,96
Chinatown,40.71431,-73.99275,Entire home/apt,170,3,22
Harlem,40.81585,-73.94272,Private room,79,1,67
SoHo,40.72112,-74.00039,Private room,150,1,0
SoHo,40.72381,-73.99684,Entire home/apt,595,5,59
East Harlem,40.79013,-73.94473,Private room,75,2,21
Upper East Side,40.78025,-73.94802,Private room,99,2,154
Theater District,40.75513,-73.98784,Private room,100,1,0
East Village,40.72467,-73.98878,Entire home/apt,250,1,3
Harlem,40.80676,-73.94884,Private room,65,11,0
Harlem,40.80598,-73.94792,Entire home/apt,325,1,16
Midtown,40.75545,-73.96896,Private room,125,1,0
Midtown,40.75247,-73.97305,Entire home/apt,153,1,1
Harlem,40.83126,-73.94832,Private room,120,2,14
Upper East Side,40.77978,-73.95153,Entire home/apt,119,3,0
Washington Heights,40.85338,-73.93061,Private room,50,5,4
Theater District,40.76245,-73.98339,Private room,100,1,0
Upper West Side,40.78461,-73.97801,Entire home/apt,199,1,6
Harlem,40.82859,-73.9497,Private room,25,1,0
Gramercy,40.73342,-73.98545,Entire home/apt,150,30,10
Theater District,40.75864,-73.98197,Entire home/apt,239,30,0
Upper East Side,40.76414,-73.96728,Entire home/apt,159,31,4
Harlem,40.81217,-73.94692,Entire home/apt,150,3,86
Chelsea,40.73947,-74.00114,Entire home/apt,160,30,6
Chelsea,40.73951,-73.99979,Entire home/apt,115,1,4
East Village,40.72205,-73.98132,Entire home/apt,159,2,10
Morningside Heights,40.80273,-73.95924,Private room,89,1,131
East Village,40.72281,-73.97768,Entire home/apt,130,1,6
Greenwich Village,40.72796,-74.00154,Entire home/apt,135,3,3
West Village,40.73338,-74.00314,Entire home/apt,180,2,4
Inwood,40.86118,-73.92758,Entire home/apt,89,3,6
East Harlem,40.79793,-73.93612,Private room,200,6,0
Harlem,40.82584,-73.95024,Private room,295,1,2
Harlem,40.82967,-73.94851,Private room,65,4,29
Harlem,40.82419,-73.94639,Private room,50,31,0
Upper West Side,40.78743,-73.96855,Entire home/apt,150,2,51
Harlem,40.82779,-73.94065,Entire home/apt,105,7,32
East Village,40.72962,-73.98932,Private room,78,16,9
West Village,40.7385,-74.00378,Entire home/apt,200,1,0
East Harlem,40.79422,-73.94421,Entire home/apt,76,30,3
Financial District,40.70711,-74.01437,Entire home/apt,234,2,4
Upper West Side,40.78278,-73.97437,Entire home/apt,250,1,1
Greenwich Village,40.72969,-74.00117,Entire home/apt,210,1,0
Murray Hill,40.74733,-73.97865,Entire home/apt,197,30,0
Washington Heights,40.84577,-73.93731,Private room,70,7,11
Hell's Kitchen,40.7551,-73.99674,Private room,62,7,3
East Harlem,40.81286,-73.93618,Private room,52,1,33
Chinatown,40.71399,-73.99707,Entire home/apt,375,2,15
Hell's Kitchen,40.76338,-73.98911,Private room,120,2,154
Kips Bay,40.73829,-73.97896,Entire home/apt,285,1,79
Chelsea,40.75046,-73.99854,Entire home/apt,190,1,132
Hell's Kitchen,40.76458,-73.98753,Entire home/apt,350,1,25
Harlem,40.82546,-73.94629,Private room,39,4,33
Washington Heights,40.84089,-73.94109,Private room,65,30,1
Upper East Side,40.78517,-73.95678,Entire home/apt,225,5,16
Nolita,40.72294,-73.99526,Entire home/apt,250,1,23
Kips Bay,40.74244,-73.97872,Entire home/apt,600,2,1
Upper West Side,40.77567,-73.988,Entire home/apt,190,30,2
Theater District,40.76205,-73.9845,Private room,49,1,8
Morningside Heights,40.81313,-73.96148,Private room,75,2,22
Harlem,40.80495,-73.9556,Entire home/apt,224,4,29
Midtown,40.75896,-73.96439,Private room,105,7,0
East Harlem,40.7901,-73.94111,Private room,74,2,32
Midtown,40.75598,-73.96664,Entire home/apt,135,3,4
Upper East Side,40.78176,-73.945,Private room,120,4,20
Upper West Side,40.76938,-73.98689,Entire home/apt,160,3,4
Washington Heights,40.84444,-73.9399,Private room,95,2,32
East Village,40.726,-73.97861,Private room,94,5,5
Upper West Side,40.77906,-73.98507,Entire home/apt,110,1,65
Midtown,40.75459,-73.96706,Entire home/apt,125,2,5
Chinatown,40.71882,-73.99652,Entire home/apt,350,2,8
Upper West Side,40.7768,-73.98217,Entire home/apt,255,2,65
Upper West Side,40.80178,-73.96723,Private room,79,2,118
Hell's Kitchen,40.75997,-73.98781,Private room,155,1,0
Harlem,40.81662,-73.94209,Private room,135,4,0
Financial District,40.70714,-74.00525,Entire home/apt,100,29,0
East Village,40.72746,-73.98781,Entire home/apt,80,4,11
East Village,40.72815,-73.98455,Entire home/apt,120,1,5
East Village,40.7229,-73.98313,Private room,60,5,0
Financial District,40.70451,-74.00671,Entire home/apt,575,1,0
Washington Heights,40.84726,-73.93866,Entire home/apt,90,1,15
Financial District,40.70615,-74.01243,Private room,262,2,6
East Harlem,40.78703,-73.95196,Entire home/apt,250,90,0
Greenwich Village,40.72785,-73.99933,Entire home/apt,310,31,18
Midtown,40.75288,-73.97703,Entire home/apt,209,2,25
Financial District,40.70816,-74.0084,Entire home/apt,195,30,13
Midtown,40.76163,-73.97113,Entire home/apt,210,1,108
East Harlem,40.79037,-73.9428,Entire home/apt,90,2,1
Harlem,40.83109,-73.94714,Entire home/apt,185,7,3
Upper East Side,40.76904,-73.95902,Entire home/apt,160,14,20
East Village,40.73025,-73.9861,Entire home/apt,349,5,0
Lower East Side,40.71801,-73.99078,Entire home/apt,180,1,5
Tribeca,40.71479,-74.00671,Entire home/apt,291,30,0
East Village,40.72535,-73.98794,Entire home/apt,229,2,21
Harlem,40.80899,-73.94225,Private room,80,4,1
Upper West Side,40.78592,-73.97331,Entire home/apt,100,2,1
Lower East Side,40.71269,-73.98713,Entire home/apt,150,2,10
Midtown,40.76036,-73.96462,Entire home/apt,225,30,7
East Village,40.72784,-73.98883,Entire home/apt,250,2,99
Upper East Side,40.76053,-73.96181,Entire home/apt,110,2,22
Upper West Side,40.78495,-73.9731,Entire home/apt,190,4,1
Upper East Side,40.77579,-73.95628,Entire home/apt,117,5,1
East Village,40.73118,-73.98794,Entire home/apt,111,3,51
Chelsea,40.75055,-73.99237,Entire home/apt,500,3,4
East Harlem,40.79009,-73.94741,Private room,97,2,0
Lower East Side,40.72144,-73.98915,Entire home/apt,105,3,24
SoHo,40.72512,-74.00024,Entire home/apt,650,5,0
Midtown,40.75456,-73.96626,Entire home/apt,165,2,11
Midtown,40.75978,-73.97159,Entire home/apt,169,30,48
Upper East Side,40.78271,-73.9454,Entire home/apt,148,3,2
West Village,40.73247,-74.00378,Entire home/apt,400,3,17
East Village,40.72695,-73.99012,Entire home/apt,70,7,1
Upper East Side,40.76257,-73.95915,Entire home/apt,249,30,1
Financial District,40.70752,-74.01046,Entire home/apt,235,2,7
Tribeca,40.71508,-74.00628,Entire home/apt,274,30,0
Greenwich Village,40.73021,-74.00091,Private room,111,3,7
Greenwich Village,40.7292,-73.99964,Private room,150,2,0
Midtown,40.74365,-73.98717,Private room,350,1,0
East Village,40.72388,-73.98354,Entire home/apt,178,1,0
Nolita,40.72113,-73.99465,Private room,59,2,10
