id,room_type,price,minimum_nights,number_of_reviews
17025,Entire home/apt,125,6,39
17026,Entire home/apt,85,2,113
17027,Private room,79,1,0
17028,Entire home/apt,350,1,3
17029,Private room,100,2,20
17030,Private room,45,3,9
17031,Entire home/apt,225,30,6
17032,Private room,479,3,38
17033,Entire home/apt,75,4,0
17034,Private room,75,30,5
17035,Private room,35,1,9
17036,Private room,150,1,0
17037,Private room,150,3,2
17038,Private room,100,1,0
17039,Entire home/apt,81,1,21
17040,Entire home/apt,175,2,35
17041,Private room,61,7,5
17042,Shared room,125,2,153
17043,Private room,103,31,0
17044,Private room,100,7,0
17045,Entire home/apt,159,30,0
17046,Entire home/apt,195,1,0
17047,Private room,165,1,1
17048,Entire home/apt,149,4,26
17049,Private room,75,1,0
17050,Entire home/apt,155,30,1
17051,Entire home/apt,199,7,11
17052,Private room,400,2,10
17053,Entire home/apt,299,30,1
17054,Private room,100,2,2
17055,Private room,150,1,0
17056,Private room,60,31,0
17057,Private room,130,2,9
17058,Entire home/apt,200,2,0
17059,Entire home/apt,125,80,7
17060,Private room,105,1,116
17061,Entire home/apt,295,7,3
17062,Private room,50,30,0
17063,Private room,80,3,1
17064,Entire home/apt,145,4,45
17065,Private room,40,2,0
17066,Private room,105,1,5
17067,Entire home/apt,135,1,0
17068,Private room,102,2,0
17069,Private room,135,2,55
17070,Entire home/apt,235,30,1
17071,Private room,100,1,0
17072,Entire home/apt,99,30,2
17073,Entire home/apt,390,30,0
17074,Private room,75,4,34
17075,Private room,80,2,7
17076,Private room,88,2,10
17077,Entire home/apt,550,30,0
17078,Entire home/apt,219,30,1
17079,Entire home/apt,150,5,8
17080,Entire home/apt,350,3,13
17081,Entire home/apt,275,5,0
17082,Entire home/apt,199,3,50
17083,Entire home/apt,225,1,8
17084,Entire home/apt,90,2,7
17085,Entire home/apt,150,6,5
17086,Entire home/apt,170,30,15
17087,Private room,120,1,7
17088,Entire home/apt,245,2,47
17089,Entire home/apt,175,1,0
17090,Private room,199,4,46
17091,Entire home/apt,120,5,1
17092,Private room,40,1,8
17093,Entire home/apt,150,4,6
17094,Entire home/apt,279,7,15
17095,Entire home/apt,240,2,2
17096,Entire home/apt,125,30,1
17097,Private room,140,3,1
17098,Entire home/apt,73,2,1
17099,Entire home/apt,100,1,4
17100,Entire home/apt,250,30,2
17101,Entire home/apt,300,3,0
17102,Private room,325,2,38
17103,Entire home/apt,98,4,4
17104,Private room,2590,1,1
17105,Private room,45,3,5
17106,Entire home/apt,130,3,43
17107,Private room,60,180,0
17108,Entire home/apt,150,30,2
17109,Entire home/apt,240,2,0
17110,Entire home/apt,127,20,5
17111,Entire home/apt,250,5,14
17112,Private room,55,5,2
17113,Private room,118,1,157
17114,Entire home/apt,399,4,18
17115,Entire home/apt,165,2,152
17116,Entire home/apt,328,2,7
17117,Private room,150,2,18
17118,Entire home/apt,150,3,23
17119,Private room,63,30,0
17120,Entire home/apt,250,4,0
17121,Entire home/apt,270,30,16
17122,Private room,56,2,2
17123,Entire home/apt,125,1,1
17124,Private room,199,2,3
17125,Entire home/apt,150,30,0
17126,Shared room,63,1,2
17127,Private room,125,1,35
17128,Entire home/apt,174,1,0
17129,Private room,50,5,1
17130,Entire home/apt,84,3,25
17131,Private room,95,2,2
17132,Entire home/apt,1000,30,0
17133,Private room,180,9,0
17134,Private room,125,8,1
17135,Private room,69,3,16
17136,Entire home/apt,249,30,1
17137,Private room,85,3,32
17138,Entire home/apt,299,1,2
17139,Private room,900,1,1
17140,Entire home/apt,165,3,19
17141,Entire home/apt,379,6,9
17142,Private room,120,2,28
17143,Entire home/apt,600,2,1
17144,Entire home/apt,120,2,20
17145,Entire home/apt,200,6,15
17146,Private room,54,3,112
17147,Entire home/apt,250,3,3
17148,Entire home/apt,140,3,1
17149,Shared room,60,1,110
17150,Entire home/apt,99,30,1
17151,Shared room,70,1,0
17152,Entire home/apt,120,30,6
17153,Private room,95,1,0
17154,Private room,135,2,3
17155,Entire home/apt,350,3,0
17156,Entire home/apt,175,1,3
17157,Entire home/apt,128,3,0
17158,Private room,80,3,18
17159,Entire home/apt,78,2,1
17160,Entire home/apt,90,2,0
17161,Entire home/apt,185,30,0
17162,Entire home/apt,120,4,25
17163,Private room,39,8,1
17164,Entire home/apt,118,3,109
17165,Entire home/apt,99,2,18
17166,Private room,90,2,81
17167,Private room,84,1,2
17168,Private room,100,3,186
17169,Entire home/apt,607,1,0
17170,Entire home/apt,300,30,0
17171,Entire home/apt,150,1,0
17172,Private room,70,3,145
17173,Entire home/apt,200,2,71
17174,Entire home/apt,200,30,0
17175,Private room,100,12,252
17176,Entire home/apt,200,15,0
17177,Private room,77,2,101
17178,Private room,200,1,115
17179,Private room,100,3,166
17180,Private room,50,3,0
17181,Private room,135,2,3
17182,Entire home/apt,225,30,0
17183,Private room,168,1,25
17184,Private room,48,1,10
17185,Entire home/apt,300,7,0
17186,Entire home/apt,122,1,20
17187,Entire home/apt,795,2,1
17188,Entire home/apt,185,30,3
17189,Private room,70,2,7
17190,Private room,82,1,130
17191,Private room,90,3,40
17192,Entire home/apt,220,5,13
17193,Private room,80,2,23
17194,Entire home/apt,120,2,22
17195,Private room,130,1,3
17196,Entire home/apt,189,3,0
17197,Private room,60,3,0
17198,Entire home/apt,185,10,5
17199,Private room,59,30,0
17200,Entire home/apt,250,3,5
17201,Entire home/apt,195,3,46
17202,Private room,65,2,0
17203,Entire home/apt,215,3,17
17204,Private room,319,2,30
17205,Private room,55,31,0
17206,Entire home/apt,85,3,14
17207,Entire home/apt,139,1,0
17208,Entire home/apt,139,6,52
17209,Private room,70,1,84
17210,Entire home/apt,180,4,2
17211,Entire home/apt,99,18,5
17212,Private room,85,3,0
17213,Entire home/apt,200,3,19
17214,Private room,89,1,0
17215,Entire home/apt,124,2,10
17216,Entire home/apt,340,2,43
17217,Entire home/apt,500,3,0
17218,Entire home/apt,249,30,0
17219,Entire home/apt,325,2,0
17220,Entire home/apt,156,1,216
17221,Entire home/apt,150,30,1
17222,Entire home/apt,237,1,45
17223,Entire home/apt,199,30,0
17224,Entire home/apt,256,1,208
17225,Private room,500,3,99
17226,Private room,85,3,211
17227,Entire home/apt,100,4,0
17228,Private room,300,6,10
17229,Private room,150,5,0
17230,Entire home/apt,150,3,2
17231,Private room,150,2,11
17232,Shared room,33,14,0
17233,Private room,175,1,68
17234,Entire home/apt,145,30,1
17235,Entire home/apt,400,3,7
17236,Entire home/apt,179,3,35
17237,Entire home/apt,414,1,1
17238,Private room,118,3,1
17239,Entire home/apt,450,3,0
17240,Entire home/apt,225,20,66
17241,Private room,150,5,2
17242,Entire home/apt,246,2,148
17243,Entire home/apt,215,31,1
17244,Private room,779,3,8
17245,Entire home/apt,120,1,1
17246,Private room,135,3,13
17247,Private room,46,1,1
17248,Entire home/apt,80,14,0
17249,Entire home/apt,320,2,55
17250,Private room,30,7,0
17251,Entire home/apt,190,2,1
17252,Entire home/apt,800,3,25
17253,Private room,70,2,0
17254,Entire home/apt,200,4,6
17255,Entire home/apt,106,30,4
17256,Private room,99,27,0
17257,Entire home/apt,127,1,1
17258,Entire home/apt,150,81,1
17259,Entire home/apt,395,2,19
17260,Entire home/apt,150,10,0
17261,Private room,60,3,0
17262,Entire home/apt,297,28,0
17263,Entire home/apt,200,30,16
17264,Entire home/apt,500,5,1
17265,Entire home/apt,250,7,1
17266,Entire home/apt,150,2,68
17267,Entire home/apt,225,1,11
17268,Entire home/apt,159,1,0
17269,Private room,50,2,2
17270,Private room,70,2,207
17271,Entire home/apt,115,7,1
17272,Entire home/apt,1100,1,22
17273,Entire home/apt,150,1,3
17274,Entire home/apt,230,7,0
17275,Shared room,55,5,144
17276,Entire home/apt,58,5,0
17277,Entire home/apt,220,1,2
17278,Entire home/apt,230,30,0
17279,Private room,100,1,8
17280,Private room,125,1,9
17281,Entire home/apt,200,1,9
17282,Entire home/apt,195,30,28
17283,Entire home/apt,103,1,0
17284,Entire home/apt,260,1,1
17285,Private room,189,2,28
17286,Shared room,36,4,2
17287,Private room,110,2,1
17288,Private room,45,1,9
17289,Private room,80,1,147
17290,Entire home/apt,225,7,7
17291,Private room,389,7,0
17292,Entire home/apt,170,2,2
17293,Entire home/apt,195,3,32
17294,Private room,65,1,29
17295,Entire home/apt,199,1,138
17296,Entire home/apt,190,30,0
17297,Private room,200,2,17
17298,Entire home/apt,108,7,11
17299,Entire home/apt,250,2,0
17300,Entire home/apt,225,1,5
17301,Private room,150,1,1
17302,Private room,749,1,4
17303,Private room,125,4,12
17304,Private room,139,7,7
17305,Private room,97,1,0
17306,Entire home/apt,239,49,7
17307,Entire home/apt,125,2,22
17308,Entire home/apt,130,14,0
17309,Private room,75,1,7
17310,Entire home/apt,180,2,46
17311,Entire home/apt,150,3,10
17312,Private room,150,2,34
17313,Private room,40,4,27
17314,Entire home/apt,199,1,22
17315,Entire home/apt,65,30,2
17316,Entire home/apt,250,3,1
17317,Entire home/apt,150,3,1
17318,Private room,95,1,175
17319,Entire home/apt,350,30,0
17320,Entire home/apt,225,5,0
17321,Private room,230,30,0
17322,Private room,120,3,26
17323,Entire home/apt,350,4,100
17324,Private room,109,1,59
17325,Entire home/apt,110,31,0
17326,Entire home/apt,295,3,0
17327,Entire home/apt,450,1,29
17328,Private room,110,2,29
17329,Entire home/apt,119,7,1
17330,Entire home/apt,189,1,25
17331,Private room,105,2,264
17332,Private room,69,3,0
17333,Entire home/apt,799,30,4
17334,Private room,179,2,52
17335,Entire home/apt,235,3,1
17336,Entire home/apt,351,30,0
17337,Entire home/apt,200,2,2
17338,Private room,34,2,3
17339,Shared room,55,1,3
17340,Private room,25,2,0
17341,Private room,150,1,18
17342,Private room,75,12,2
17343,Entire home/apt,300,2,48
17344,Private room,95,2,2
17345,Entire home/apt,200,2,7
17346,Entire home/apt,250,3,2
17347,Private room,70,3,34
17348,Private room,62,2,16
17349,Private room,45,2,0
17350,Entire home/apt,210,2,7
17351,Private room,59,3,4
17352,Entire home/apt,199,2,100
17353,Entire home/apt,275,4,15
17354,Private room,75,10,0
17355,Private room,120,1,52
17356,Entire home/apt,185,30,7
17357,Private room,120,1,0
17358,Entire home/apt,198,1,1
17359,Entire home/apt,320,5,1
17360,Private room,79,1,235
17361,Entire home/apt,549,2,0
17362,Entire home/apt,199,30,0
17363,Private room,70,7,14
17364,Private room,129,1,36
17365,Private room,65,1,0
17366,Entire home/apt,210,2,0
17367,Entire home/apt,375,1,7
17368,Entire home/apt,235,2,1
17369,Private room,100,80,0
17370,Private room,65,3,45
17371,Entire home/apt,169,2,14
17372,Entire home/apt,208,3,1
17373,Private room,55,3,39
17374,Private room,69,26,4
17375,Entire home/apt,70,2,92
17376,Private room,100,3,0
17377,Private room,40,4,1
17378,Entire home/apt,150,30,11
17379,Entire home/apt,1160,8,0
17380,Entire home/apt,120,4,0
17381,Shared room,59,1,1
17382,Entire home/apt,202,3,7
17383,Shared room,70,1,0
17384,Entire home/apt,53,3,15
17385,Entire home/apt,250,7,2
17386,Entire home/apt,300,7,10
17387,Private room,65,3,16
17388,Private room,75,1,9
17389,Entire home/apt,115,30,2
17390,Entire home/apt,172,2,1
17391,Private room,200,3,0
17392,Private room,50,2,38
17393,Entire home/apt,89,4,69
17394,Entire home/apt,250,6,18
17395,Entire home/apt,199,1,4
17396,Private room,107,3,87
17397,Private room,40,2,94
17398,Entire home/apt,725,7,13
17399,Entire home/apt,120,30,5
17400,Private room,43,1,115
17401,Shared room,68,1,16
17402,Private room,80,5,1
17403,Entire home/apt,120,2,93
17404,Entire home/apt,200,2,37
17405,Entire home/apt,325,20,0
17406,Private room,65,5,14
17407,Entire home/apt,225,2,19
17408,Entire home/apt,239,4,1
17409,Private room,55,2,2
17410,Entire home/apt,295,2,11
17411,Private room,300,1,0
17412,Entire home/apt,100,30,3
17413,Entire home/apt,800,3,3
17414,Entire home/apt,149,3,4
17415,Entire home/apt,140,30,1
17416,Private room,120,30,5
17417,Entire home/apt,85,7,1
17418,Private room,113,1,9
17419,Private room,79,1,160
17420,Entire home/apt,195,1,4
17421,Entire home/apt,299,3,15
17422,Private room,122,2,21
17423,Entire home/apt,300,2,63
17424,Entire home/apt,202,3,7
17425,Private room,104,14,5
17426,Entire home/apt,299,2,7
17427,Entire home/apt,592,2,0
17428,Private room,198,4,18
17429,Entire home/apt,110,3,18
17430,Private room,150,7,26
17431,Entire home/apt,799,3,3
17432,Entire home/apt,83,30,0
17433,Private room,100,2,3
17434,Entire home/apt,385,1,85
17435,Entire home/apt,190,19,0
17436,Entire home/apt,142,1,9
17437,Entire home/apt,110,5,19
17438,Entire home/apt,150,1,0
17439,Entire home/apt,190,2,42
17440,Private room,145,1,34
17441,Private room,50,4,0
17442,Entire home/apt,123,30,41
17443,Entire home/apt,280,2,5
17444,Private room,199,1,1
17445,Private room,95,5,1
17446,Entire home/apt,150,2,11
17447,Entire home/apt,97,30,0
17448,Entire home/apt,130,7,154
17449,Private room,85,4,70
17450,Entire home/apt,120,3,22
17451,Entire home/apt,379,30,0
17452,Entire home/apt,225,3,8
17453,Private room,150,1,0
17454,Entire home/apt,100,7,4
17455,Entire home/apt,1700,3,0
17456,Entire home/apt,200,3,2
17457,Private room,300,1,0
17458,Private room,75,30,9
17459,Entire home/apt,180,2,0
17460,Private room,90,11,1
17461,Entire home/apt,200,3,2
17462,Private room,60,3,0
17463,Entire home/apt,110,2,182
17464,Private room,87,3,0
17465,Entire home/apt,165,25,0
17466,Entire home/apt,155,1,49
17467,Entire home/apt,170,3,69
17468,Entire home/apt,200,5,1
17469,Private room,60,2,8
17470,Entire home/apt,280,1,2
17471,Private room,67,2,2
17472,Private room,100,6,23
17473,Entire home/apt,250,4,6
17474,Entire home/apt,250,31,1
17475,Entire home/apt,650,2,10
17476,Entire home/apt,165,4,4
17477,Entire home/apt,200,4,26
17478,Entire home/apt,155,5,16
17479,Private room,49,2,3
17480,Entire home/apt,114,30,1
17481,Private room,50,21,13
17482,Entire home/apt,150,2,1
17483,Entire home/apt,235,4,104
17484,Entire home/apt,540,4,7
17485,Entire home/apt,290,1,0
17486,Entire home/apt,150,3,46
17487,Entire home/apt,299,3,1
17488,Entire home/apt,225,4,2
17489,Private room,120,2,52
17490,Entire home/apt,225,2,0
17491,Entire home/apt,195,6,3
17492,Entire home/apt,140,2,15
17493,Entire home/apt,100,2,44
17494,Entire home/apt,300,7,0
17495,Entire home/apt,299,24,0
17496,Private room,150,1,0
17497,Private room,65,2,43
17498,Entire home/apt,375,3,16
17499,Entire home/apt,220,2,26
17500,Private room,80,1,4
17501,Entire home/apt,70,30,1
17502,Entire home/apt,600,30,0
17503,Private room,69,3,2
17504,Private room,89,30,13
17505,Private room,79,2,5
17506,Private room,63,16,7
17507,Entire home/apt,200,3,2
17508,Entire home/apt,137,24,28
17509,Private room,75,2,1
17510,Private room,50,5,0
17511,Entire home/apt,425,3,0
17512,Entire home/apt,145,2,0
17513,Entire home/apt,550,2,4
17514,Entire home/apt,135,30,3
17515,Entire home/apt,199,30,1
17516,Entire home/apt,110,30,0
17517,Entire home/apt,210,2,0
17518,Entire home/apt,250,1,0
17519,Entire home/apt,290,30,1
17520,Entire home/apt,209,30,3
17521,Entire home/apt,45,4,17
17522,Entire home/apt,185,1,4
17523,Entire home/apt,100,3,2
17524,Private room,65,2,1
17525,Entire home/apt,150,29,0
17526,Entire home/apt,292,11,0
17527,Private room,90,3,0
17528,Entire home/apt,400,20,0
17529,Private room,30,10,47
17530,Entire home/apt,140,30,2
17531,Entire home/apt,275,30,29
17532,Private room,50,2,4
17533,Private room,109,4,81
17534,Entire home/apt,225,5,31
17535,Entire home/apt,175,1,0
17536,Private room,100,3,5
17537,Private room,55,2,3
17538,Entire home/apt,263,30,0
17539,Private room,70,2,15
17540,Entire home/apt,175,3,1
17541,Entire home/apt,130,30,1
17542,Entire home/apt,449,7,82
17543,Entire home/apt,295,4,5
17544,Entire home/apt,197,2,62
17545,Private room,95,1,8
17546,Private room,600,1,0
17547,Private room,99,1,107
17548,Private room,139,2,16
17549,Private room,182,3,13
17550,Entire home/apt,125,4,1
17551,Private room,105,2,14
17552,Private room,87,2,1
17553,Entire home/apt,188,7,7
17554,Entire home/apt,100,5,126
17555,Private room,80,7,27
17556,Private room,119,1,1
17557,Private room,150,1,0
17558,Entire home/apt,250,1,0
17559,Private room,65,5,1
17560,Entire home/apt,259,3,3
17561,Private room,100,7,15
17562,Entire home/apt,225,1,1
17563,Private room,85,30,0
17564,Entire home/apt,312,28,0
17565,Private room,105,1,2
17566,Entire home/apt,125,30,9
17567,Private room,320,3,0
17568,Entire home/apt,151,1,3
17569,Entire home/apt,400,6,87
17570,Entire home/apt,100,310,0
17571,Entire home/apt,100,4,22
17572,Private room,75,1,54
17573,Entire home/apt,185,7,26
17574,Entire home/apt,100,5,58
17575,Private room,135,1,4
17576,Entire home/apt,135,30,0
17577,Private room,65,1,7
17578,Private room,98,1,7
17579,Entire home/apt,175,2,3
17580,Entire home/apt,150,7,37
17581,Private room,85,1,179
17582,Entire home/apt,300,30,26
17583,Private room,85,1,4
17584,Private room,51,1,0
17585,Entire home/apt,290,2,56
17586,Private room,65,20,0
17587,Private room,119,2,141
17588,Entire home/apt,358,2,11
17589,Entire home/apt,150,3,13
17590,Entire home/apt,339,2,173
17591,Entire home/apt,420,3,10
17592,Private room,305,2,0
17593,Entire home/apt,282,30,0
17594,Entire home/apt,150,1,243
17595,Entire home/apt,90,2,23
17596,Shared room,135,3,4
17597,Private room,70,3,7
17598,Entire home/apt,440,2,11
17599,Private room,50,3,77
17600,Private room,130,2,26
17601,Entire home/apt,600,6,3
17602,Private room,128,1,1
17603,Private room,100,4,1
17604,Private room,50,7,52
17605,Private room,90,1,20
17606,Entire home/apt,169,29,1
17607,Entire home/apt,175,3,11
17608,Entire home/apt,180,7,4
17609,Entire home/apt,500,4,52
17610,Private room,115,1,1
17611,Private room,120,1,1
17612,Private room,89,2,42
17613,Private room,140,3,5
17614,Entire home/apt,210,29,0
17615,Entire home/apt,130,2,19
17616,Private room,75,3,1
17617,Private room,80,4,0
17618,Entire home/apt,150,3,16
17619,Entire home/apt,197,1,22
17620,Private room,49,28,41
17621,Entire home/apt,180,30,0
17622,Private room,78,3,1
17623,Entire home/apt,350,4,9
17624,Private room,315,1,144
17625,Entire home/apt,170,3,13
17626,Entire home/apt,125,3,196
17627,Private room,49,5,46
17628,Entire home/apt,200,7,0
17629,Private room,90,2,48
17630,Private room,74,1,0
17631,Entire home/apt,200,1,11
17632,Private room,150,2,1
17633,Entire home/apt,153,30,0
17634,Private room,100,31,1
17635,Entire home/apt,269,1,1
17636,Entire home/apt,226,2,46
17637,Private room,79,4,2
17638,Private room,95,3,16
17639,Entire home/apt,175,3,18
17640,Entire home/apt,128,6,15
17641,Entire home/apt,140,2,6
17642,Entire home/apt,199,30,6
17643,Private room,60,2,0
17644,Entire home/apt,180,2,3
17645,Private room,100,2,10
17646,Private room,90,1,1
17647,Private room,120,3,10
17648,Entire home/apt,86,5,1
17649,Private room,55,3,8
17650,Entire home/apt,120,11,15
17651,Entire home/apt,395,2,19
17652,Entire home/apt,200,60,10
17653,Entire home/apt,250,2,125
17654,Entire home/apt,150,3,1
17655,Entire home/apt,235,7,0
17656,Entire home/apt,100,5,4
17657,Private room,99,3,48
17658,Entire home/apt,340,1,0
17659,Entire home/apt,375,7,8
17660,Entire home/apt,180,31,6
17661,Private room,99,2,9
17662,Entire home/apt,223,1,4
17663,Private room,69,3,12
17664,Private room,209,2,3
17665,Entire home/apt,170,30,0
17666,Private room,109,1,31
17667,Entire home/apt,150,3,84
17668,Entire home/apt,239,3,1
17669,Private room,75,1,2
17670,Private room,46,2,0
17671,Entire home/apt,173,1,4
17672,Private room,72,3,0
17673,Private room,115,2,2
17674,Entire home/apt,195,1,7
17675,Entire home/apt,300,30,4
17676,Entire home/apt,250,5,2
17677,Entire home/apt,149,3,4
17678,Entire home/apt,300,1,0
17679,Entire home/apt,200,3,1
17680,Entire home/apt,119,31,9
17681,Private room,70,1,1
17682,Private room,65,35,9
17683,Entire home/apt,70,1,90
17684,Entire home/apt,135,2,43
17685,Private room,40,2,5
17686,Private room,89,1,18
17687,Entire home/apt,290,5,0
17688,Entire home/apt,250,1,1
17689,Entire home/apt,125,30,1
17690,Private room,73,2,7
17691,Private room,230,3,0
17692,Private room,100,30,0
17693,Private room,40,1,4
17694,Entire home/apt,190,1,3
17695,Private room,160,3,92
17696,Entire home/apt,89,6,0
17697,Entire home/apt,250,1,0
17698,Private room,50,30,2
17699,Private room,100,1,0
17700,Entire home/apt,140,5,27
17701,Private room,89,3,2
17702,Entire home/apt,150,11,53
17703,Private room,60,2,1
17704,Entire home/apt,179,2,175
17705,Entire home/apt,88,5,2
17706,Entire home/apt,250,4,4
17707,Private room,68,2,24
17708,Entire home/apt,200,30,0
17709,Private room,60,1,8
17710,Private room,55,30,0
17711,Entire home/apt,280,3,11
17712,Entire home/apt,397,3,11
17713,Entire home/apt,600,30,0
17714,Private room,85,1,0
17715,Private room,150,2,53
17716,Private room,75,10,0
17717,Entire home/apt,180,1,2
17718,Private room,250,3,4
17719,Private room,70,3,53
17720,Entire home/apt,350,30,0
17721,Private room,90,11,6
17722,Entire home/apt,130,4,17
17723,Private room,100,1,0
17724,Entire home/apt,200,1,10
17725,Entire home/apt,239,1,1
17726,Private room,100,3,2
17727,Private room,350,1,8
17728,Entire home/apt,139,1,1
17729,Entire home/apt,150,3,0
17730,Private room,69,2,11
17731,Private room,51,14,0
17732,Entire home/apt,161,2,0
17733,Entire home/apt,125,3,0
17734,Entire home/apt,599,30,3
17735,Private room,75,30,2
17736,Entire home/apt,155,1,69
17737,Entire home/apt,175,1,79
17738,Entire home/apt,329,3,14
17739,Private room,65,7,0
17740,Entire home/apt,185,2,79
17741,Private room,95,1,0
17742,Private room,100,2,2
17743,Entire home/apt,100,30,1
17744,Entire home/apt,300,1,0
17745,Entire home/apt,200,30,0
17746,Private room,30,2,65
17747,Private room,90,3,6
17748,Private room,156,4,1
17749,Entire home/apt,110,2,9
17750,Entire home/apt,280,2,17
17751,Private room,80,2,70
17752,Entire home/apt,100,30,0
17753,Entire home/apt,300,3,4
17754,Private room,90,5,0
17755,Entire home/apt,90,2,140
17756,Private room,199,1,6
17757,Entire home/apt,550,5,0
17758,Private room,65,1,0
17759,Entire home/apt,325,28,17
17760,Entire home/apt,250,4,23
17761,Entire home/apt,150,4,80
17762,Entire home/apt,500,3,61
17763,Private room,120,30,23
17764,Entire home/apt,125,2,2
17765,Entire home/apt,100,20,1
17766,Private room,155,1,40
17767,Entire home/apt,215,5,13
17768,Entire home/apt,213,29,0
17769,Entire home/apt,250,30,0
17770,Entire home/apt,500,30,23
17771,Entire home/apt,500,5,0
17772,Entire home/apt,175,3,20
17773,Entire home/apt,6450,1,0
17774,Entire home/apt,278,30,1
17775,Entire home/apt,180,4,0
17776,Private room,60,30,0
17777,Private room,79,3,0
17778,Entire home/apt,140,30,8
17779,Private room,60,2,1
17780,Entire home/apt,200,3,9
17781,Private room,49,18,5
17782,Private room,300,2,3
17783,Entire home/apt,350,3,32
17784,Private room,50,5,1
17785,Private room,60,1,0
17786,Entire home/apt,140,5,20
17787,Entire home/apt,99,5,17
17788,Entire home/apt,325,3,8
17789,Shared room,89,2,11
17790,Private room,65,1,2
17791,Entire home/apt,105,7,3
17792,Entire home/apt,240,5,4
17793,Private room,225,1,0
17794,Private room,75,2,13
17795,Private room,100,3,8
17796,Private room,400,4,0
17797,Entire home/apt,352,4,4
17798,Shared room,55,1,0
17799,Private room,200,2,3
17800,Private room,118,2,2
17801,Entire home/apt,225,3,9
17802,Private room,199,1,9
17803,Private room,44,2,38
17804,Private room,99,2,158
17805,Entire home/apt,105,15,14
17806,Private room,90,1,192
17807,Entire home/apt,218,1,32
17808,Private room,65,3,10
17809,Private room,60,1,30
17810,Entire home/apt,160,30,0
17811,Private room,78,1,0
17812,Entire home/apt,165,1,1
17813,Entire home/apt,485,3,4
17814,Entire home/apt,129,3,6
17815,Entire home/apt,999,3,6
17816,Entire home/apt,163,30,7
17817,Entire home/apt,250,3,68
17818,Entire home/apt,290,3,8
17819,Private room,600,3,0
17820,Private room,215,1,0
17821,Private room,75,1,36
17822,Private room,75,1,5
17823,Entire home/apt,200,1,0
17824,Private room,40,1,2
17825,Private room,150,1,1
17826,Private room,400,4,0
17827,Private room,140,1,2
17828,Private room,93,2,44
17829,Entire home/apt,205,3,5
17830,Entire home/apt,199,14,3
17831,Entire home/apt,115,7,8
17832,Entire home/apt,223,3,0
17833,Entire home/apt,200,2,1
17834,Entire home/apt,185,3,138
17835,Entire home/apt,100,1,0
17836,Private room,90,4,2
17837,Entire home/apt,337,30,0
17838,Entire home/apt,100,30,17
17839,Entire home/apt,89,5,38
17840,Entire home/apt,200,1,0
17841,Entire home/apt,207,4,1
17842,Entire home/apt,101,2,13
17843,Entire home/apt,135,30,8
17844,Shared room,49,1,0
17845,Entire home/apt,200,5,43
17846,Entire home/apt,229,3,26
17847,Private room,40,1,2
17848,Private room,195,1,168
17849,Entire home/apt,250,3,24
17850,Private room,70,7,8
17851,Entire home/apt,145,3,106
17852,Private room,99,5,49
17853,Private room,99,7,2
17854,Entire home/apt,160,2,78
17855,Private room,75,2,3
17856,Private room,50,3,0
17857,Entire home/apt,144,12,163
17858,Entire home/apt,160,30,1
17859,Entire home/apt,55,1,0
17860,Entire home/apt,1200,31,0
17861,Private room,149,1,0
17862,Entire home/apt,180,7,17
17863,Private room,200,5,4
17864,Entire home/apt,150,2,5
17865,Entire home/apt,299,1,5
17866,Private room,65,1,2
17867,Entire home/apt,200,30,0
17868,Private room,90,1,8
17869,Private room,99,2,0
17870,Private room,129,1,19
17871,Entire home/apt,299,1,0
17872,Private room,65,2,4
17873,Entire home/apt,280,1,5
17874,Entire home/apt,190,4,26
17875,Private room,60,1,20
17876,Private room,240,3,3
17877,Entire home/apt,300,5,5
17878,Private room,90,2,6
17879,Private room,135,1,67
17880,Entire home/apt,149,1,19
17881,Private room,85,7,0
17882,Private room,100,1,0
17883,Entire home/apt,140,1,6
17884,Entire home/apt,235,160,0
17885,Private room,67,7,88
17886,Entire home/apt,304,2,28
17887,Entire home/apt,160,2,0
17888,Private room,599,1,2
17889,Private room,90,5,6
17890,Private room,136,1,14
17891,Private room,100,1,2
17892,Private room,150,2,1
17893,Entire home/apt,390,3,49
17894,Private room,85,1,5
17895,Entire home/apt,387,4,57
17896,Entire home/apt,130,30,23
17897,Private room,50,2,0
17898,Entire home/apt,450,1,0
17899,Entire home/apt,250,2,12
17900,Entire home/apt,220,2,38
17901,Private room,85,1,0
17902,Entire home/apt,275,2,6
17903,Private room,225,1,8
17904,Entire home/apt,100,2,4
17905,Private room,70,2,0
17906,Private room,100,3,0
17907,Entire home/apt,175,1,0
17908,Entire home/apt,123,30,1
17909,Entire home/apt,125,6,53
17910,Entire home/apt,151,27,7
17911,Entire home/apt,200,29,1
17912,Entire home/apt,157,2,0
17913,Private room,51,5,107
17914,Entire home/apt,100,30,0
17915,Entire home/apt,150,3,29
17916,Private room,91,1,0
17917,Entire home/apt,1600,6,0
17918,Entire home/apt,299,3,8
17919,Entire home/apt,230,90,0
17920,Entire home/apt,111,2,7
17921,Entire home/apt,200,30,0
17922,Entire home/apt,135,1,4
17923,Entire home/apt,278,2,1
17924,Entire home/apt,359,30,0
17925,Private room,95,3,1
17926,Private room,95,1,25
17927,Entire home/apt,195,3,14
17928,Entire home/apt,399,4,45
17929,Entire home/apt,190,2,1
17930,Entire home/apt,300,1,72
17931,Entire home/apt,129,29,0
17932,Entire home/apt,197,6,42
17933,Entire home/apt,395,30,0
17934,Entire home/apt,112,30,16
17935,Private room,65,4,1
