age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
51,?,Doctorate,Never-married,?,Not-in-family,White,Male,40,>50K
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,25,<=50K
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,35,<=50K
35,Private,Some-college,Married-spouse-absent,Farming-fishing,Own-child,White,Male,40,<=50K
56,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,37,<=50K
42,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,<=50K
33,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K
47,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,<=50K
53,Private,10th,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,<=50K
61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
49,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,<=50K
52,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,>50K
64,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,40,<=50K
22,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
37,Local-gov,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,20,<=50K
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K
58,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,30,<=50K
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
28,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,50,<=50K
29,State-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,<=50K
38,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,60,<=50K
28,Private,HS-grad,Separated,Protective-serv,Other-relative,White,Male,40,<=50K
24,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,40,<=50K
29,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
18,Private,11th,Never-married,Other-service,Own-child,White,Male,23,<=50K
24,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,35,<=50K
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,45,<=50K
50,Self-emp-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,<=50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,56,<=50K
43,Private,Doctorate,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,<=50K
23,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,<=50K
41,Private,10th,Never-married,Sales,Own-child,White,Female,40,<=50K
48,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,38,<=50K
22,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,>50K
34,?,11th,Married-civ-spouse,?,Husband,White,Male,40,<=50K
39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,<=50K
21,?,Some-college,Never-married,?,Own-child,White,Female,40,<=50K
31,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,<=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
46,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,<=50K
34,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K
44,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,<=50K
26,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K
64,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,38,<=50K
43,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,<=50K
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
35,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,30,<=50K
43,Self-emp-inc,Bachelors,Married-spouse-absent,Sales,Unmarried,White,Female,42,<=50K
40,State-gov,Bachelors,Divorced,Adm-clerical,Unmarried,Black,Female,40,<=50K
32,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,45,<=50K
29,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
38,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,<=50K
18,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,<=50K
67,?,Masters,Married-civ-spouse,?,Husband,White,Male,10,<=50K
54,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,>50K
51,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,45,<=50K
43,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K
37,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K
38,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,50,<=50K
25,Private,Some-college,Never-married,Tech-support,Not-in-family,Other,Female,40,<=50K
31,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
53,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,<=50K
19,?,HS-grad,Never-married,?,Own-child,White,Male,40,<=50K
57,Private,7th-8th,Divorced,Transport-moving,Unmarried,White,Male,75,<=50K
33,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K
38,Self-emp-not-inc,Some-college,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,60,<=50K
55,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
22,?,12th,Never-married,?,Own-child,Black,Male,40,<=50K
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,>50K
46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,>50K
53,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,<=50K
41,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,15,<=50K
34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,>50K
35,Private,Bachelors,Never-married,Other-service,Other-relative,White,Male,50,<=50K
35,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,40,<=50K
30,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10,<=50K
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
26,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,80,<=50K
23,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,<=50K
28,Private,Some-college,Separated,Tech-support,Unmarried,White,Male,40,>50K
28,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,45,<=50K
35,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,<=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K
32,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,35,<=50K
62,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,<=50K
42,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K
20,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,40,<=50K
34,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,>50K
27,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,40,<=50K
36,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Own-child,White,Male,40,<=50K
41,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
42,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
30,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,>50K
27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,<=50K
18,?,10th,Never-married,?,Own-child,Black,Male,30,<=50K
31,Local-gov,HS-grad,Separated,Other-service,Own-child,Black,Male,40,<=50K
53,Local-gov,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,35,<=50K
33,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,<=50K
38,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,60,<=50K
38,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K
20,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,24,<=50K
30,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,>50K
71,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,28,<=50K
28,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,<=50K
52,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
37,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K
40,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,25,<=50K
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,80,<=50K
56,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,<=50K
41,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,<=50K
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
22,Private,Some-college,Never-married,Other-service,Own-child,White,Female,25,<=50K
32,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,24,>50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
73,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
27,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,38,<=50K
65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,>50K
24,Private,Some-college,Married-civ-spouse,Protective-serv,Other-relative,White,Male,24,<=50K
24,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,50,<=50K
60,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,<=50K
22,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,32,<=50K
70,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Female,32,<=50K
23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,<=50K
21,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
39,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,Female,40,<=50K
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
41,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,<=50K
51,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K
33,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,40,<=50K
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,44,<=50K
31,Federal-gov,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,40,<=50K
28,State-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,50,<=50K
52,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,<=50K
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K
40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
55,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,46,>50K
29,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
60,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,70,<=50K
42,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,<=50K
42,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K
30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
31,Private,7th-8th,Never-married,Handlers-cleaners,Other-relative,White,Male,25,<=50K
46,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K
25,Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,31,<=50K
53,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K
36,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,40,<=50K
53,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K
18,Private,12th,Never-married,Other-service,Own-child,White,Female,12,<=50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,>50K
49,Private,Doctorate,Divorced,Tech-support,Unmarried,White,Male,40,>50K
47,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
42,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,48,<=50K
39,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,60,<=50K
30,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,>50K
52,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Own-child,White,Female,35,<=50K
18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K
22,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K
68,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,<=50K
76,?,HS-grad,Widowed,?,Not-in-family,Black,Female,2,<=50K
39,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
26,Private,5th-6th,Never-married,Handlers-cleaners,Own-child,Black,Female,40,<=50K
36,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,45,<=50K
52,Federal-gov,Assoc-voc,Divorced,Farming-fishing,Not-in-family,White,Female,40,<=50K
28,Self-emp-not-inc,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,21,<=50K
50,State-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,40,<=50K
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K
22,Private,7th-8th,Never-married,Handlers-cleaners,Own-child,White,Male,16,<=50K
23,Local-gov,Some-college,Never-married,Other-service,Own-child,White,Male,20,<=50K
36,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40,<=50K
26,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,55,<=50K
17,Private,9th,Never-married,Craft-repair,Other-relative,White,Male,40,<=50K
64,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,20,<=50K
49,Private,10th,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K
43,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,>50K
43,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,50,>50K
48,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,>50K
45,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,32,<=50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,84,<=50K
36,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,50,<=50K
39,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,55,<=50K
42,Self-emp-inc,Bachelors,Divorced,Tech-support,Not-in-family,White,Female,60,>50K
47,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,<=50K
22,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,25,<=50K
32,Private,HS-grad,Divorced,Craft-repair,Other-relative,Black,Female,50,<=50K
21,Private,10th,Never-married,Adm-clerical,Not-in-family,White,Female,39,<=50K
30,Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,35,<=50K
40,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,75,>50K
49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,26,>50K
55,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,40,>50K
47,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,<=50K
28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,60,<=50K
30,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
22,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,20,<=50K
24,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
22,Private,HS-grad,Never-married,Other-service,Unmarried,Other,Male,20,<=50K
23,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,25,<=50K
27,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,28,<=50K
23,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,50,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
29,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,<=50K
41,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
57,Private,Some-college,Separated,Sales,Not-in-family,White,Female,40,<=50K
24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K
60,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,40,<=50K
33,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
28,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,70,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,20,<=50K
41,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40,<=50K
46,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
40,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,50,<=50K
28,Private,Bachelors,Never-married,Sales,Own-child,Black,Male,50,<=50K
22,State-gov,HS-grad,Never-married,Other-service,Unmarried,White,Female,45,<=50K
23,?,HS-grad,Never-married,?,Own-child,Black,Male,12,<=50K
22,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K
22,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,48,<=50K
25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,50,<=50K
37,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,70,>50K
31,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,40,<=50K
36,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K
25,?,Bachelors,Never-married,?,Own-child,White,Female,35,<=50K
45,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,32,<=50K
39,Private,5th-6th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,<=50K
35,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,40,<=50K
24,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Male,45,<=50K
41,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
29,Private,Some-college,Separated,Sales,Not-in-family,White,Female,40,<=50K
39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
43,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,40,<=50K
70,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,<=50K
70,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
38,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,<=50K
59,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,>50K
29,?,10th,Separated,?,Unmarried,White,Female,12,<=50K
26,?,11th,Never-married,?,Not-in-family,White,Male,40,<=50K
58,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,35,>50K
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,<=50K
30,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,<=50K
42,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,30,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K
28,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
47,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
57,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
25,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,<=50K
46,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,44,<=50K
57,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,<=50K
30,Self-emp-not-inc,Bachelors,Never-married,Sales,Unmarried,White,Male,40,<=50K
44,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,51,>50K
60,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,<=50K
55,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,74,>50K
35,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,52,<=50K
21,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,47,<=50K
25,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K
22,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,12,<=50K
46,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
24,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,20,<=50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K
36,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,20,<=50K
53,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K
34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,>50K
37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,<=50K
31,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,Black,Male,40,<=50K
27,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,45,<=50K
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,12,<=50K
43,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K
51,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,32,<=50K
55,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,44,<=50K
33,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,40,<=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,>50K
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
20,Private,11th,Never-married,Farming-fishing,Own-child,Black,Male,40,<=50K
77,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,32,<=50K
52,?,Some-college,Married-civ-spouse,?,Husband,White,Male,50,<=50K
52,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,Female,40,<=50K
18,?,11th,Never-married,?,Own-child,White,Male,20,<=50K
31,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K
28,Private,7th-8th,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K
58,State-gov,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,43,>50K
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K
26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K
35,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K
17,Private,10th,Never-married,Sales,Other-relative,White,Female,10,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,<=50K
61,Private,12th,Married-civ-spouse,Other-service,Wife,White,Female,40,<=50K
47,Private,11th,Divorced,Other-service,Unmarried,White,Female,15,<=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
72,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,35,<=50K
35,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,62,<=50K
38,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,40,<=50K
35,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,40,<=50K
45,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,60,<=50K
28,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,<=50K
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,<=50K
58,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,50,>50K
33,Private,12th,Never-married,Craft-repair,Unmarried,White,Male,40,<=50K
60,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K
33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K
