workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,income,age
Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,50,<=50K,
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Wife,White,Female,30,<=50K,38
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,
Self-emp-inc,9th,Divorced,Sales,Own-child,White,Female,70,<=50K,
Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,34
Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,37
Private,9th,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,47
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,24,<=50K,
?,Preschool,Widowed,?,Not-in-family,Black,Female,20,<=50K,49
?,Some-college,Never-married,?,Own-child,Black,Female,40,<=50K,31
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,<=50K,42
Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,35,<=50K,
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,>50K,
Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Local-gov,Masters,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,<=50K,
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,<=50K,46
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,42,<=50K,
Federal-gov,Some-college,Never-married,Exec-managerial,Own-child,Black,Male,50,<=50K,40
?,11th,Never-married,?,Own-child,White,Male,26,<=50K,17
Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,<=50K,
Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K,38
Self-emp-not-inc,11th,Married-spouse-absent,Sales,Unmarried,Other,Female,45,<=50K,22
Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,40,<=50K,34
Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,40,<=50K,
Private,11th,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,20,<=50K,18
Private,11th,Never-married,Sales,Own-child,White,Female,25,<=50K,17
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,53,<=50K,37
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,<=50K,
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,50,<=50K,
Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,15,<=50K,
Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K,
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,45,>50K,
Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,<=50K,33
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Private,7th-8th,Divorced,Craft-repair,Unmarried,White,Female,40,>50K,
?,Some-college,Never-married,?,Not-in-family,White,Male,20,<=50K,19
Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,40,<=50K,
Federal-gov,Masters,Divorced,Tech-support,Not-in-family,White,Male,38,<=50K,
Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,35,<=50K,
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,
Self-emp-not-inc,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,50,<=50K,38
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,
Private,7th-8th,Never-married,Handlers-cleaners,Own-child,White,Female,40,<=50K,33
Private,Masters,Never-married,Farming-fishing,Not-in-family,White,Female,32,<=50K,39
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,35
?,Assoc-acdm,Married-spouse-absent,?,Not-in-family,Asian-Pac-Islander,Male,30,<=50K,63
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,35
Private,HS-grad,Never-married,Sales,Other-relative,White,Female,24,<=50K,46
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,38
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,38,<=50K,22
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,>50K,40
Private,10th,Never-married,Sales,Own-child,White,Female,25,<=50K,17
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,34,>50K,52
Federal-gov,Assoc-voc,Never-married,Craft-repair,Not-in-family,Black,Male,50,<=50K,29
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
?,Assoc-voc,Divorced,?,Not-in-family,Asian-Pac-Islander,Male,55,<=50K,
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Federal-gov,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,<=50K,32
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,<=50K,25
?,Bachelors,Divorced,?,Not-in-family,White,Male,40,<=50K,
Private,5th-6th,Married-spouse-absent,Other-service,Not-in-family,Other,Female,35,<=50K,28
Private,Some-college,Divorced,Protective-serv,Unmarried,White,Female,15,<=50K,
Private,Doctorate,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,40
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,68,>50K,
Private,7th-8th,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,37,<=50K,55
?,9th,Widowed,?,Unmarried,White,Female,30,<=50K,79
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,70,<=50K,35
Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,65,<=50K,28
Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,27
Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,24,<=50K,27
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,<=50K,
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,<=50K,
Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,78,<=50K,
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,<=50K,31
Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,70,<=50K,
?,Some-college,Never-married,?,Own-child,Black,Female,6,<=50K,20
?,10th,Never-married,?,Not-in-family,White,Male,7,<=50K,40
Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,<=50K,42
Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,30,<=50K,31
Self-emp-inc,Masters,Divorced,Transport-moving,Not-in-family,White,Male,60,<=50K,
Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,40,>50K,
Private,9th,Never-married,Farming-fishing,Own-child,White,Male,20,<=50K,21
Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,48,>50K,43
Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,50,<=50K,32
Local-gov,11th,Separated,Protective-serv,Not-in-family,Black,Female,40,<=50K,33
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,55
Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,46
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,42,<=50K,58
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,<=50K,21
Private,12th,Never-married,Sales,Not-in-family,White,Female,40,<=50K,25
Private,HS-grad,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,40,<=50K,45
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,>50K,35
Private,Some-college,Never-married,Sales,Own-child,White,Male,20,<=50K,20
Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,50,<=50K,38
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,40,<=50K,22
Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,26
Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,6,<=50K,18
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,
Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Female,35,<=50K,21
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,50,<=50K,19
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,42
Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,60,<=50K,21
Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,30
Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,40,<=50K,46
Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Female,32,<=50K,
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,<=50K,31
State-gov,HS-grad,Divorced,Protective-serv,Own-child,White,Male,40,<=50K,
Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,>50K,
Private,Some-college,Separated,Protective-serv,Unmarried,White,Female,40,<=50K,56
Private,Some-college,Never-married,Sales,Own-child,White,Female,10,<=50K,20
Self-emp-inc,HS-grad,Never-married,Exec-managerial,Own-child,Black,Male,50,<=50K,
Federal-gov,Masters,Divorced,Adm-clerical,Unmarried,White,Female,40,>50K,
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,<=50K,
Self-emp-not-inc,HS-grad,Separated,Farming-fishing,Not-in-family,White,Male,60,<=50K,19
Private,11th,Never-married,Other-service,Own-child,White,Female,15,<=50K,18
Private,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,10,<=50K,55
Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,<=50K,24
Self-emp-not-inc,Bachelors,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,51,<=50K,33
?,HS-grad,Never-married,?,Other-relative,White,Male,25,<=50K,75
Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Husband,White,Male,8,<=50K,66
Local-gov,Some-college,Divorced,Protective-serv,Own-child,White,Male,40,<=50K,40
Private,12th,Divorced,Sales,Not-in-family,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,25
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,34
Federal-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,32,<=50K,31
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,30
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,50
Local-gov,Masters,Never-married,Adm-clerical,Not-in-family,Black,Female,50,<=50K,48
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,52
State-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,40,<=50K,26
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,
Self-emp-inc,Masters,Divorced,Sales,Not-in-family,Black,Male,20,>50K,
Federal-gov,Masters,Married-civ-spouse,Armed-Forces,Husband,White,Male,40,>50K,34
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,25,<=50K,18
Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,33
Private,7th-8th,Never-married,Other-service,Not-in-family,White,Male,40,<=50K,30
Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,<=50K,19
Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,
Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,Male,30,<=50K,
Private,11th,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,50,<=50K,19
State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,25,<=50K,23
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,
Local-gov,HS-grad,Separated,Transport-moving,Other-relative,White,Female,35,<=50K,27
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K,24
Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,<=50K,58
Private,Bachelors,Never-married,Sales,Own-child,White,Female,60,<=50K,24
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,60,<=50K,49
Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,30,<=50K,24
Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,50,>50K,
Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
?,Some-college,Never-married,?,Own-child,White,Male,40,<=50K,23
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,25,<=50K,
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,
Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,40,<=50K,36
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55,>50K,51
Local-gov,Bachelors,Never-married,Sales,Own-child,White,Female,20,<=50K,23
Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,75,<=50K,33
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,41
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,34
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,<=50K,37
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,52
Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,<=50K,36
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,31
Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,44
Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,<=50K,
Private,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,40,<=50K,34
Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,34
?,11th,Never-married,?,Own-child,Black,Female,40,<=50K,17
Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,44
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,<=50K,28
Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,45,<=50K,
Private,Some-college,Separated,Sales,Unmarried,White,Female,40,<=50K,37
Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,30,<=50K,68
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,Some-college,Divorced,Transport-moving,Not-in-family,Black,Male,40,<=50K,
Local-gov,7th-8th,Widowed,Other-service,Unmarried,White,Female,30,<=50K,66
?,HS-grad,Divorced,?,Unmarried,White,Female,7,<=50K,
Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,50,<=50K,26
Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,<=50K,22
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,12,<=50K,66
Local-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,35,<=50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,35,<=50K,31
Private,Some-college,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,56
Private,12th,Never-married,Other-service,Own-child,Black,Male,16,<=50K,17
Federal-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,30
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,<=50K,37
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,
Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,>50K,51
?,12th,Widowed,?,Not-in-family,White,Female,70,<=50K,
Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,
?,HS-grad,Never-married,?,Own-child,White,Female,40,<=50K,20
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,27
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,<=50K,30
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,29
Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,23
State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,20,>50K,
?,10th,Married-civ-spouse,?,Husband,White,Male,48,<=50K,69
?,HS-grad,Married-AF-spouse,?,Husband,White,Male,8,>50K,67
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,57
State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,<=50K,
State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,<=50K,27
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,40
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,43
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,32,<=50K,38
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,25,<=50K,51
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,>50K,51
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,<=50K,63
State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,30,>50K,
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,47
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,45
Private,HS-grad,Never-married,Sales,Own-child,White,Female,32,<=50K,19
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,<=50K,35
Private,HS-grad,Never-married,Other-service,Other-relative,Other,Female,60,<=50K,20
Private,Some-college,Separated,Exec-managerial,Unmarried,Black,Female,40,<=50K,30
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,26
Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,<=50K,43
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,20,<=50K,21
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K,24
?,HS-grad,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,20,<=50K,20
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,>50K,
State-gov,Masters,Never-married,Prof-specialty,Unmarried,Black,Female,40,<=50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,20,<=50K,80
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,35,<=50K,
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,>50K,47
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,55
Private,11th,Never-married,Farming-fishing,Not-in-family,White,Male,50,<=50K,28
Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,<=50K,52
?,Bachelors,Married-civ-spouse,?,Husband,White,Male,70,>50K,54
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,28
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,51,<=50K,29
Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,6,<=50K,67
Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,50,<=50K,
Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,40,<=50K,57
Private,11th,Never-married,Handlers-cleaners,Own-child,Black,Male,40,<=50K,21
Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,15,<=50K,
Private,Some-college,Separated,Other-service,Not-in-family,White,Female,40,<=50K,25
Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,>50K,
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,<=50K,23
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,5th-6th,Separated,Craft-repair,Other-relative,White,Male,40,<=50K,45
Private,9th,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,<=50K,47
Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,38,<=50K,33
Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,>50K,
Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,30,<=50K,38
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,>50K,40
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,60
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,30,<=50K,40
Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,45,<=50K,
Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,35
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,>50K,
Local-gov,Preschool,Divorced,Other-service,Unmarried,White,Female,40,<=50K,47
Federal-gov,Assoc-acdm,Never-married,Armed-Forces,Own-child,Black,Male,40,<=50K,56
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K,39
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,Male,40,<=50K,61
Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,>50K,
Private,Some-college,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,48,<=50K,28
Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,40,<=50K,28
Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,35,>50K,
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K,18
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,15,<=50K,19
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,34
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,
Private,HS-grad,Divorced,Sales,Unmarried,White,Female,15,<=50K,50
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,24
Private,HS-grad,Never-married,Sales,Own-child,White,Female,30,<=50K,22
State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,35
?,Bachelors,Married-civ-spouse,?,Wife,White,Female,15,<=50K,22
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,<=50K,32
?,Some-college,Never-married,?,Own-child,White,Female,30,<=50K,19
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,6,<=50K,78
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,64
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,47
Private,Bachelors,Divorced,Tech-support,Own-child,White,Male,40,<=50K,
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,>50K,
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,86,<=50K,53
Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,43
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,38,>50K,
State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,17,<=50K,24
Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,35,<=50K,23
Private,Bachelors,Never-married,Sales,Own-child,White,Male,30,<=50K,24
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1,<=50K,64
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,
Private,HS-grad,Separated,Priv-house-serv,Unmarried,White,Female,60,<=50K,
Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,38
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,90
Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,40,>50K,
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,36
Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,38,<=50K,44
Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50,<=50K,64
Private,Some-college,Never-married,Sales,Own-child,White,Female,20,<=50K,22
Private,5th-6th,Married-spouse-absent,Sales,Unmarried,White,Female,43,<=50K,33
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,38
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,20
Local-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Female,40,<=50K,53
Private,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,25,<=50K,41
Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,42,<=50K,34
Private,Bachelors,Never-married,Priv-house-serv,Not-in-family,White,Female,15,<=50K,25
?,HS-grad,Never-married,?,Not-in-family,White,Female,25,<=50K,21
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,<=50K,35
?,11th,Never-married,?,Own-child,Black,Male,40,<=50K,17
Private,HS-grad,Divorced,Transport-moving,Own-child,White,Male,40,<=50K,46
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,<=50K,57
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,
Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,50,>50K,
Private,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,40,<=50K,40
?,Assoc-acdm,Never-married,?,Own-child,White,Male,40,<=50K,26
State-gov,Some-college,Divorced,Sales,Unmarried,White,Female,40,<=50K,49
