workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,income,age
Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,35,<=50K,53.0
State-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,<=50K,23.0
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,
Private,10th,Never-married,Handlers-cleaners,Not-in-family,Other,Male,40,<=50K,21.0
Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,38,<=50K,58.0
Federal-gov,HS-grad,Widowed,Other-service,Unmarried,White,Male,40,<=50K,
Private,Some-college,Divorced,Craft-repair,Unmarried,Black,Male,40,<=50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,56.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,50,>50K,
Private,9th,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,48,<=50K,37.0
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,35.0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,
Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,<=50K,40.0
Private,11th,Married-civ-spouse,Sales,Husband,White,Male,70,<=50K,45.0
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,
Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,37.0
Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Other-relative,White,Male,70,>50K,
Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,43,<=50K,
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,<=50K,31.0
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,52,>50K,40.0
Self-emp-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60,<=50K,44.0
Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,50,<=50K,50.0
?,Some-college,Never-married,?,Own-child,White,Female,30,<=50K,18.0
Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,30,<=50K,30.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,<=50K,54.0
Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,<=50K,45.0
Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,20,<=50K,20.0
Private,Preschool,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,<=50K,36.0
?,Doctorate,Married-civ-spouse,?,Husband,White,Male,5,>50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,38,<=50K,
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,54.0
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,40,<=50K,26.0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,<=50K,
Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,50,<=50K,41.0
Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,<=50K,56.0
Private,Assoc-voc,Never-married,Other-service,Own-child,White,Male,20,<=50K,23.0
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,37.0
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,30,<=50K,27.0
Private,HS-grad,Divorced,Adm-clerical,Other-relative,Black,Female,40,<=50K,57.0
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,12,<=50K,67.0
Private,11th,Never-married,Other-service,Not-in-family,White,Male,60,<=50K,49.0
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,<=50K,
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,53.0
Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,>50K,
Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,<=50K,25.0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,5,<=50K,64.0
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,34.0
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20,<=50K,51.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,87,<=50K,33.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,52.0
Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,>50K,
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,25.0
Private,Some-college,Widowed,Sales,Not-in-family,White,Female,40,<=50K,64.0
Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,50,<=50K,39.0
Private,7th-8th,Separated,Farming-fishing,Not-in-family,White,Male,45,<=50K,30.0
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,8,<=50K,
State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,21.0
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,65,<=50K,25.0
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,60,<=50K,45.0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,35,>50K,59.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,>50K,
?,Some-college,Never-married,?,Own-child,White,Female,20,<=50K,19.0
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,35,<=50K,35.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,36.0
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,28,<=50K,69.0
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,<=50K,36.0
Private,11th,Never-married,Craft-repair,Not-in-family,Black,Male,35,<=50K,24.0
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,50,<=50K,46.0
Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,55,<=50K,41.0
Private,Bachelors,Never-married,Sales,Own-child,White,Female,40,<=50K,23.0
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Local-gov,Some-college,Never-married,Prof-specialty,Other-relative,White,Female,11,<=50K,73.0
?,Assoc-acdm,Never-married,?,Own-child,White,Male,40,<=50K,32.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,<=50K,26.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,>50K,
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,54.0
Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,46,<=50K,32.0
Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,45,<=50K,31.0
Private,5th-6th,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,>50K,
Private,10th,Never-married,Other-service,Own-child,White,Male,40,<=50K,17.0
Private,Some-college,Never-married,Sales,Own-child,White,Female,40,<=50K,21.0
Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,<=50K,37.0
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,25,<=50K,21.0
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,41.0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,61.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K,20.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,38,<=50K,29.0
Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,>50K,59.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,20.0
Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,
Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,<=50K,38.0
State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,>50K,
?,HS-grad,Married-civ-spouse,?,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,29.0
?,HS-grad,Never-married,?,Own-child,White,Male,40,<=50K,30.0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,<=50K,
Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,40,>50K,38.0
State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,70,>50K,
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,30,<=50K,18.0
Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,57.0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,11th,Never-married,Other-service,Own-child,White,Female,16,<=50K,18.0
State-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,53.0
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,<=50K,38.0
Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,35,<=50K,23.0
Private,Some-college,Separated,Other-service,Not-in-family,White,Male,40,<=50K,33.0
?,HS-grad,Divorced,?,Not-in-family,White,Male,45,>50K,
Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,70,<=50K,49.0
Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,41.0
Federal-gov,HS-grad,Separated,Sales,Other-relative,Amer-Indian-Eskimo,Female,40,<=50K,50.0
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,44,>50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,>50K,
Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,<=50K,35.0
Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,<=50K,
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,40.0
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,35,<=50K,33.0
State-gov,HS-grad,Never-married,Exec-managerial,Unmarried,Black,Male,90,<=50K,
State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
?,Some-college,Never-married,?,Not-in-family,White,Female,43,<=50K,21.0
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Local-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,25,<=50K,21.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,
Private,HS-grad,Divorced,Craft-repair,Unmarried,Black,Male,45,<=50K,42.0
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,60,<=50K,35.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,40.0
Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,70,<=50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,34.0
Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,20,<=50K,20.0
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,45,<=50K,39.0
State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,
Private,12th,Never-married,Prof-specialty,Unmarried,White,Female,40,<=50K,28.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,44.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,<=50K,34.0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,
Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,99,<=50K,
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Male,40,<=50K,24.0
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,<=50K,26.0
State-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,32.0
Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,40,<=50K,26.0
Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,35,<=50K,
Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,>50K,
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,>50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,42.0
Self-emp-not-inc,11th,Divorced,Other-service,Not-in-family,White,Female,40,<=50K,41.0
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,30,<=50K,41.0
Private,Some-college,Never-married,Other-service,Own-child,White,Female,40,<=50K,21.0
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,35,<=50K,
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,<=50K,27.0
Federal-gov,HS-grad,Widowed,Sales,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,35.0
?,HS-grad,Separated,?,Unmarried,Asian-Pac-Islander,Female,40,<=50K,50.0
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,31.0
Self-emp-not-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,>50K,
Local-gov,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,<=50K,38.0
Private,11th,Never-married,Other-service,Not-in-family,Black,Male,40,<=50K,28.0
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,44.0
Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K,20.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,<=50K,
Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,40,<=50K,29.0
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,>50K,
State-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,39.0
Private,Some-college,Separated,Sales,Not-in-family,White,Male,42,<=50K,46.0
Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,40,>50K,
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,10,<=50K,56.0
Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,<=50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,40,<=50K,33.0
State-gov,HS-grad,Widowed,Other-service,Not-in-family,White,Female,37,<=50K,
Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,Black,Female,20,<=50K,35.0
State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,
Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,55.0
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,33.0
Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,30,<=50K,35.0
Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,30,>50K,39.0
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,25,<=50K,20.0
?,Some-college,Never-married,?,Own-child,White,Female,30,<=50K,20.0
Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,40,<=50K,
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,<=50K,36.0
Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,<=50K,42.0
Private,12th,Divorced,Transport-moving,Not-in-family,White,Female,40,<=50K,44.0
Private,10th,Never-married,Sales,Own-child,White,Female,16,<=50K,18.0
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,47.0
Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,40,<=50K,
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,61.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,51.0
Private,Some-college,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,
Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,40,<=50K,
Self-emp-inc,Bachelors,Divorced,Farming-fishing,Not-in-family,White,Male,35,<=50K,
Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,44,<=50K,32.0
?,HS-grad,Divorced,?,Not-in-family,Black,Female,40,<=50K,46.0
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,32,<=50K,27.0
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,51.0
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,>50K,
?,11th,Married-civ-spouse,?,Husband,White,Male,40,<=50K,67.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,41.0
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,23.0
Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,56.0
Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,52,<=50K,
Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,<=50K,20.0
Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,40,<=50K,
Private,HS-grad,Separated,Priv-house-serv,Not-in-family,White,Female,50,<=50K,52.0
Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,40,<=50K,25.0
State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,34.0
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,28,<=50K,34.0
Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,<=50K,25.0
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,19.0
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,52,<=50K,19.0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,56,>50K,41.0
Private,12th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,33.0
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,21.0
State-gov,HS-grad,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,40,<=50K,41.0
Private,HS-grad,Divorced,Handlers-cleaners,Other-relative,White,Male,40,<=50K,30.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,37.0
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,>50K,
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,>50K,
Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,>50K,
Private,HS-grad,Widowed,Exec-managerial,Unmarried,Black,Female,40,<=50K,
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,9,<=50K,18.0
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,44,<=50K,49.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,40.0
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,55,<=50K,46.0
Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Male,35,<=50K,27.0
Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,50,>50K,38.0
Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,75,<=50K,38.0
Private,11th,Divorced,Sales,Not-in-family,White,Male,50,<=50K,
Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,>50K,
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,30.0
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,42.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,24.0
?,Some-college,Never-married,?,Own-child,White,Male,50,<=50K,22.0
Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,36,<=50K,
Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,42.0
Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,<=50K,
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,47.0
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,41,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,41.0
Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,62,<=50K,30.0
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,53,<=50K,20.0
Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,10,<=50K,
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,>50K,45.0
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,29.0
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,>50K,42.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,<=50K,73.0
Private,11th,Never-married,Other-service,Not-in-family,Black,Female,40,<=50K,28.0
Private,Prof-school,Never-married,Farming-fishing,Not-in-family,White,Female,32,<=50K,
Private,12th,Never-married,Priv-house-serv,Own-child,White,Male,30,<=50K,23.0
Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,35,<=50K,41.0
Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,16,<=50K,25.0
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,60,>50K,
Private,11th,Divorced,Transport-moving,Not-in-family,White,Male,40,<=50K,36.0
Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,47,<=50K,42.0
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,<=50K,31.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,56.0
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,41.0
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,33.0
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K,41.0
Private,5th-6th,Never-married,Craft-repair,Other-relative,White,Male,40,<=50K,20.0
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K,
Private,Bachelors,Never-married,Other-service,Own-child,White,Male,40,<=50K,25.0
Local-gov,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,37.0
Private,Masters,Divorced,Exec-managerial,Unmarried,Black,Female,60,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,36.0
Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,50,<=50K,27.0
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,30,<=50K,37.0
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,45,<=50K,
Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,
Local-gov,HS-grad,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,48,<=50K,39.0
Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,51.0
Private,Some-college,Separated,Other-service,Not-in-family,White,Female,30,<=50K,33.0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40,<=50K,55.0
Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,<=50K,34.0
State-gov,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,40,<=50K,
Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,16,<=50K,80.0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,>50K,33.0
State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,48,>50K,36.0
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,36,<=50K,23.0
Private,9th,Never-married,Transport-moving,Not-in-family,White,Male,35,<=50K,28.0
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K,20.0
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,49.0
Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,35,<=50K,
Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,<=50K,54.0
Private,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Male,40,<=50K,23.0
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,32,<=50K,27.0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,57.0
Local-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,40,<=50K,47.0
Private,11th,Never-married,Farming-fishing,Unmarried,White,Male,50,<=50K,32.0
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,62.0
Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,35,<=50K,27.0
